name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
1969,R,Drama,1988,"November 18, 1988",0.527027027027027,0.0014854383293089691,Ernest Thompson,Ernest Thompson,Robert Downey Jr.,United States,0.01965466001117987,0.002099819342122476,Atlantic Entertainment Group,0.10561056105610564
Arthur 2: on the Rocks,PG,Comedy,1988,"July 8, 1988",0.3648648648648648,0.002527120187169396,Bud Yorkin,Steve Gordon,Dudley Moore,United States,0.10031968594957656,0.005156169697509098,Warner Bros.,0.16501650165016504
Messenger of Death,R,Action,1988,"September 17, 1988",0.4864864864864864,0.001068765586164798,J. Lee Thompson,Rex Burns,Charles Bronson,United States,0.10031968594957656,0.0010797704569452966,The Cannon Group,0.09240924092409245
Memories of Me,PG-13,Comedy,1988,"October 7, 1988",0.5135135135135135,0.0003995891606752599,Henry Winkler,Eric Roth,Billy Crystal,United States,0.03369972218867012,0.0013926773969034653,Metro-Goldwyn-Mayer (MGM),0.13861386138613865
Chocolat,PG-13,Drama,1988,May 1989,0.7297297297297296,0.0012771019577368836,Claire Denis,Claire Denis,Isaach De Bankolé,France,0.10031968594957656,0.000814644075837589,Caroline Productions,0.13861386138613865
The Couch Trip,R,Comedy,1988,"January 15, 1988",0.527027027027027,0.0019854456210819742,Michael Ritchie,Ken Kolb,Dan Aykroyd,United States,0.053362809237156486,0.0038651368408997694,Orion Pictures,0.11221122112211221
Without a Clue,PG,Comedy,1988,"October 21, 1988",0.6891891891891891,0.004068809336802829,Thom Eberhardt,Gary Murphy,Michael Caine,United Kingdom,0.10031968594957656,0.002998993524933678,Incorporated Television Company (ITC),0.14521452145214522
Bad Dreams,R,Horror,1988,"April 8, 1988",0.4999999999999999,0.0014854383293089691,Andrew Fleming,Andrew Fleming,Jennifer Rubin,United States,0.011227622704685712,0.003440794846923748,No Frills Film Production,0.05610561056105609
Another Woman,PG,Drama,1988,"November 18, 1988",0.7297297297297296,0.005402162114864176,Woody Allen,Woody Allen,Gena Rowlands,United States,0.028081697317674025,0.0005487548522916581,Jack Rollins & Charles H. Joffe Productions,0.05940594059405943
Paperhouse,PG-13,Drama,1988,"February 17, 1989",0.6486486486486486,0.0022771165412828935,Bernard Rose,Catherine Storr,Charlotte Burke,United Kingdom,0.10031968594957656,8.463231100193835e-05,Working Title Films,0.09570957095709573
Sunset,R,Crime,1988,"April 29, 1988",0.5135135135135135,0.0016104401522522203,Blake Edwards,Rod Amateau,Bruce Willis,United States,0.04493577193066233,0.001613539248465064,Cecchi Gori Group Tiger Cinematografica,0.12871287128712874
Cop,R,Crime,1988,"March 11, 1988",0.6081081081081081,0.0019854456210819742,James B. Harris,James Ellroy,James Woods,United States,0.00841861026918766,0.0006968158261922144,Atlantic Entertainment Group,0.15511551155115513
Pulse,PG-13,Horror,1988,"March 4, 1988",0.472972972972973,0.0009437637632215471,Paul Golding,Paul Golding,Cliff De Young,United States,0.016845647575681817,1.4079570747464215e-05,Aspen Film Society,0.09240924092409245
Stormy Monday,R,Crime,1988,May 1988,0.581081081081081,0.0015687728779378031,Mike Figgis,Mike Figgis,Melanie Griffith,United Kingdom,0.011227622704685712,0.0006290355897164392,Atlantic Entertainment Group,0.09900990099009901
Heart of Midnight,R,Drama,1988,"March 3, 1989",0.472972972972973,0.0004854237457629591,Matthew Chapman,Matthew Chapman,Jennifer Jason Leigh,United States,0.10031968594957656,0.027743737806663903,Virgin Vision,0.09900990099009901
Switching Channels,PG,Comedy,1988,"March 4, 1988",0.5405405405405406,0.001443771054994552,Ted Kotcheff,Ben Hecht,Kathleen Turner,United States,0.05055379680165844,0.003206498609494527,TriStar Pictures,0.13861386138613865
Miles from Home,R,Action,1988,"September 16, 1988",0.5135135135135135,0.0005270910200773761,Gary Sinise,Chris Gerolmo,Richard Gere,United States,0.10031968594957656,6.6258766198435e-05,Cinecom Pictures,0.1485148514851485
Clean and Sober,R,Drama,1988,"August 10, 1988",0.6486486486486486,0.0023604510899117278,Glenn Gordon Caron,Tod Carroll,Michael Keaton,United States,0.10031968594957656,0.0030463768578183788,Imagine Films Entertainment,0.20132013201320134
Crossing Delancey,PG,Comedy,1988,"September 16, 1988",0.6756756756756757,0.0016104401522522203,Joan Micklin Silver,Susan Sandler,Amy Irving,United States,0.011227622704685712,0.005711521451051744,Warner Bros.,0.11221122112211221
Things Change,PG,Comedy,1988,"October 21, 1988",0.6891891891891891,0.001402103780680135,David Mamet,David Mamet,Don Ameche,United States,0.10031968594957656,0.0012389435726059563,Columbia Pictures,0.12211221122112212
Kansas,R,Crime,1988,"September 23, 1988",0.4864864864864864,0.0004008391789046924,David Stevens,Spencer Eastman,Matt Dillon,United States,0.10031968594957656,0.0008542384783574298,Trans World Entertainment (TWE),0.1485148514851485
Hot to Trot,PG,Comedy,1988,"August 26, 1988",0.33783783783783783,0.0012771019577368836,Michael Dinner,Stephen Neigher,Bobcat Goldthwait,United States,0.10031968594957656,0.0022603955680689097,Warner Bros.,0.066006600660066
Shakedown,R,Action,1988,"May 6, 1988",0.5540540540540541,0.0012354346834224665,James Glickenhaus,James Glickenhaus,Peter Weller,United States,0.016845647575681817,0.0035359538216266193,Shapiro-Glickenhaus Entertainment,0.11221122112211221
976-EVIL,R,Comedy,1988,"March 24, 1989",0.43243243243243235,0.0020271128953963913,Robert Englund,Rhet Topham,Stephen Geoffreys,United States,0.10031968594957656,0.0010380585695911797,Cinetel Films,0.09570957095709573
Pascali's Island,PG-13,Drama,1988,August 1988,0.6621621621621621,0.0004854237457629591,James Dearden,James Dearden,Ben Kingsley,United Kingdom,0.10031968594957656,0.0005098077419512121,Avenue Pictures,0.1353135313531353
Everybody's All-American,R,Drama,1988,"November 4, 1988",0.581081081081081,0.0012354346834224665,Taylor Hackford,Frank Deford,Jessica Lange,United States,0.06178984654365064,0.004438670023769995,New Visions,0.21122112211221125
Heartbreak Hotel,PG-13,Comedy,1988,"September 30, 1988",0.5135135135135135,0.0004854237457629591,Chris Columbus,Chris Columbus,David Keith,United States,0.036508734624168176,0.0019348901377325156,Silver Screen Partners III,0.11221122112211221
The Chocolate War,R,Drama,1988,"November 18, 1988",0.6486486486486486,0.0008604292145927129,Keith Gordon,Robert Cormier,John Glover,United States,0.10031968594957656,0.00010652926065822962,Management Company Entertainment Group (MCEG),0.12211221122112212
It Takes Two,PG-13,Comedy,1988,"July 13, 1988",0.472972972972973,0.0002720873012731436,David Beaird,Richard Christian Matheson,George Newbern,United States,0.10031968594957656,0.00012084168800631169,United Artists,0.05940594059405943
Iron Eagle II,PG,Action,1988,"November 11, 1988",0.2567567567567567,0.0019437783467675571,Sidney J. Furie,Kevin Alyn Elders,Louis Gossett Jr.,Canada,0.10031968594957656,0.0036867258364022422,Carolco Pictures,0.13861386138613865
Party Line,R,Thriller,1988,October 1988,0.4054054054054054,0.00011416833162150281,William Webb,Richard Brandes,Richard Hatch,United States,0.10031968594957656,0.027743737806663903,Westwind,0.09240924092409245
The Kiss,R,Drama,1988,"October 14, 1988",0.472972972972973,0.0006104255687062103,Pen Densham,Tom Ropelewski,Joanna Pacula,Canada,0.016845647575681817,0.0006563672649201826,TriStar Pictures,0.1254125412541254
Spellbinder,R,Drama,1988,"September 23, 1988",0.527027027027027,0.00090209648890713,Janet Greek,Tracy Tormé,Tim Daly,United States,0.016845647575681817,0.00023079741773788647,Metro-Goldwyn-Mayer (MGM),0.11881188118811883
Patty Hearst,R,Biography,1988,"September 23, 1988",0.5945945945945945,0.0006937601173350445,Paul Schrader,Patricia Hearst,Natasha Richardson,United Kingdom,0.10031968594957656,0.0004295438629228558,Atlantic Entertainment Group,0.1485148514851485
A Handful of Dust,PG,Drama,1988,"June 24, 1988",0.635135135135135,0.0007770946659638786,Charles Sturridge,Evelyn Waugh,James Wilby,United Kingdom,0.10031968594957656,0.0005480352094942735,Handful of Dust,0.18151815181518152
Criminal Law,R,Crime,1988,"April 28, 1989",0.5135135135135135,0.0015687728779378031,Martin Campbell,Mark Kasdan,Gary Oldman,United States,0.10031968594957656,0.0035030824071143607,Hemdale,0.17821782178217824
A Summer Story,PG-13,Drama,1988,"July 23, 1988",0.7297297297297296,0.00040125585164783656,Piers Haggard,John Galsworthy,Imogen Stubbs,United Kingdom,0.10031968594957656,0.027743737806663903,Incorporated Television Company (ITC),0.10561056105610564
Platoon Leader,R,Drama,1988,October 1988,0.472972972972973,0.0006520928430206274,Aaron Norris,Andrew Deutsch,Tony Pierce,United States,0.10031968594957656,0.0004736022283293527,Cannon International,0.11221122112211221
The Girl in a Swing,R,Drama,1988,"September 29, 1989",0.472972972972973,0.00024083684553733077,Gordon Hessler,Richard Adams,Meg Tilly,United Kingdom,0.10031968594957656,0.00026225483425001294,Panorama,0.1848184818481848
Permanent Record,PG-13,Drama,1988,"April 22, 1988",0.6081081081081081,0.0007770946659638786,Marisa Silver,Jarre Fees,Alan Boyce,United States,0.02246367244667792,0.0006647933021832641,Paramount Pictures,0.09240924092409245
Hero and the Terror,R,Action,1988,"August 26, 1988",0.45945945945945943,0.001443771054994552,William Tannen,Michael Blodgett,Chuck Norris,United States,0.10031968594957656,0.001861760872557781,Golan-Globus Productions,0.10891089108910892
Illegally Yours,PG,Comedy,1988,"May 13, 1988",0.31081081081081086,0.00038083888723377217,Peter Bogdanovich,Michael Kaplan,Rob Lowe,United States,0.036508734624168176,9.086324456387118e-05,Crescent Moon,0.12871287128712874
Track 29,R,Drama,1988,"July 12, 1988",0.5405405405405406,0.0008187619402782958,Nicolas Roeg,Dennis Potter,Theresa Russell,United Kingdom,0.014036635140183764,0.000150573226184447,HandMade Films,0.0891089108910891
"Distant Voices, Still Lives",PG-13,Drama,1988,"November 16, 1988",0.7432432432432432,0.0016104401522522203,Terence Davies,Terence Davies,Pete Postlethwaite,United Kingdom,0.10031968594957656,0.0002709411230079027,British Film Institute (BFI),0.06930693069306934
Ernest Saves Christmas,PG,Comedy,1988,"November 11, 1988",0.4999999999999999,0.004152143885431663,John R. Cherry III,Ed Turner,Jim Varney,United States,0.016845647575681817,0.00990494008944912,Touchstone Pictures,0.10561056105610564
Feds,PG-13,Comedy,1988,"October 28, 1988",0.472972972972973,0.0012354346834224665,Daniel Goldberg,Len Blum,Rebecca De Mornay,United States,0.10031968594957656,0.0013481392696320451,Warner Bros.,0.06270627062706272
Moon Over Parador,PG-13,Comedy,1988,"September 9, 1988",0.5540540540540541,0.0022771165412828935,Paul Mazursky,Charles G. Booth,Richard Dreyfuss,United States,0.05617182167265454,0.00401928580320924,Universal Pictures,0.13201320132013203
Salome's Last Dance,R,Biography,1988,June 1988,0.6216216216216216,0.0006104255687062103,Ken Russell,Oscar Wilde,Glenda Jackson,United Kingdom,0.10031968594957656,0.027743737806663903,Jolly Russell Productions,0.08580858085808582
Off Limits,R,Action,1988,"March 11, 1988",0.581081081081081,0.0011104328604792152,Christopher Crowe,Christopher Crowe,Willem Dafoe,United States,0.03369972218867012,0.0025434143272488286,Twentieth Century Fox,0.12871287128712874
Tapeheads,R,Comedy,1988,"October 21, 1988",0.5135135135135135,0.0016104401522522203,Bill Fishman,Bill Fishman,John Cusack,United States,0.00841861026918766,0.00012063482143351543,Front Films,0.09900990099009901
Apartment Zero,R,Drama,1988,"September 15, 1989",0.6891891891891891,0.001527105603623386,Martin Donovan,Martin Donovan,Hart Bochner,United Kingdom,0.011227622704685712,0.0004450858995601733,Producers Representative Organization,0.20132013201320134
The Good Mother,R,Drama,1988,"November 4, 1988",0.5135135135135135,0.0006104255687062103,Leonard Nimoy,Michael Bortman,Diane Keaton,United States,0.03931774705966623,0.0016733001564915066,Touchstone Pictures,0.13201320132013203
Indiana Jones and the Last Crusade,PG-13,Action,1989,"May 24, 1989",0.8513513513513512,0.2945730458569188,Steven Spielberg,Jeffrey Boam,Harrison Ford,United States,0.13482416986659998,0.16653689728703142,Paramount Pictures,0.21122112211221125
Road House,R,Action,1989,"May 19, 1989",0.635135135135135,0.027485817501505232,Rowdy Herrington,R. Lance Hill,Patrick Swayze,United States,0.047744784366160385,0.010553959903260817,Silver Pictures,0.16831683168316833
Batman,PG-13,Action,1989,"June 23, 1989",0.7567567567567567,0.14415418558187307,Tim Burton,Bob Kane,Michael Keaton,United States,0.09830700820512532,0.1445284493577357,Warner Bros.,0.2079207920792079
Bill & Ted's Excellent Adventure,PG,Adventure,1989,"February 17, 1989",0.6891891891891891,0.051236163860722966,Stephen Herek,Chris Matheson,Keanu Reeves,United States,0.028081697317674025,0.014227322299547058,De Laurentiis Entertainment Group (DEG),0.0891089108910891
Field of Dreams,PG,Drama,1989,"May 5, 1989",0.7567567567567567,0.04623609094299292,Phil Alden Robinson,W.P. Kinsella,Kevin Costner,United States,0.10031968594957656,0.029653679079113635,Gordon Company,0.14521452145214522
Dead Poets Society,PG,Comedy,1989,"June 9, 1989",0.8378378378378376,0.18415476892371346,Peter Weir,Tom Schulman,Robin Williams,United States,0.04605937690486155,0.08283787764766902,Touchstone Pictures,0.21452145214521454
The Little Mermaid,G,Animation,1989,"November 17, 1989",0.7702702702702701,0.10165356578116765,Ron Clements,John Musker,Jodi Benson,United States,0.11235207038261558,0.07422722794872173,Walt Disney Pictures,0.066006600660066
The Abyss,PG-13,Adventure,1989,"August 9, 1989",0.7567567567567567,0.0695697645590665,James Cameron,James Cameron,Ed Harris,United States,0.19662244344755714,0.031609419189841136,Twentieth Century Fox,0.2541254125412541
Back to the Future Part II,PG,Adventure,1989,"November 22, 1989",0.7972972972972973,0.20582175156721036,Robert Zemeckis,Robert Zemeckis,Michael J. Fox,United States,0.11235207038261558,0.11677940907762005,Universal Pictures,0.1485148514851485
Do the Right Thing,R,Comedy,1989,"July 21, 1989",0.8243243243243242,0.03915265430954201,Spike Lee,Spike Lee,Danny Aiello,United States,0.018250153793430843,0.013098670570951397,40 Acres & A Mule Filmworks,0.18811881188118815
"Honey, I Shrunk the Kids",PG,Adventure,1989,"June 23, 1989",0.6081081081081081,0.0608196369530389,Joe Johnston,Stuart Gordon,Rick Moranis,United States,0.05055379680165844,0.07822431616087178,Walt Disney Pictures,0.09900990099009901
Turner & Hooch,PG,Comedy,1989,"July 28, 1989",0.581081081081081,0.027485817501505232,Roger Spottiswoode,Dennis Shryack,Tom Hanks,United States,0.036508734624168176,0.02496433699308726,Touchstone Pictures,0.11221122112211221
Weekend at Bernie's,PG-13,Adventure,1989,"July 5, 1989",0.6081081081081081,0.02123572635434267,Ted Kotcheff,Robert Klane,Andrew McCarthy,United States,0.10031968594957656,0.01061309037750429,Gladden Entertainment,0.11221122112211221
The Karate Kid Part III,PG,Action,1989,"June 30, 1989",0.45945945945945943,0.023319090070063525,John G. Avildsen,Robert Mark Kamen,Ralph Macchio,United States,0.10031968594957656,0.013681986189563717,Columbia Pictures,0.16171617161716176
"Sex, Lies, and Videotape",R,Drama,1989,"September 22, 1989",0.7162162162162161,0.02165239909748684,Steven Soderbergh,Steven Soderbergh,James Spader,United States,0.0033623878852911677,0.008689575442759423,Outlaw Productions (I),0.12211221122112212
When Harry Met Sally...,R,Comedy,1989,"July 21, 1989",0.7702702702702701,0.0837366378259683,Rob Reiner,Nora Ephron,Billy Crystal,United States,0.04493577193066233,0.0327445189038527,Castle Rock Entertainment,0.10561056105610564
Major League,R,Comedy,1989,"April 7, 1989",0.7162162162162161,0.02665247201521689,David S. Ward,David S. Ward,Tom Berenger,United States,0.030890709753172076,0.0174894760951054,Mirage Enterprises,0.14521452145214522
Steel Magnolias,PG,Comedy,1989,"November 22, 1989",0.7297297297297296,0.0208190536111985,Herbert Ross,Robert Harling,Shirley MacLaine,United States,0.042126759495164284,0.03398343754008062,TriStar Pictures,0.17821782178217824
Pet Sematary,R,Fantasy,1989,"April 21, 1989",0.635135135135135,0.040402672538974525,Mary Lambert,Stephen King,Dale Midkiff,United States,0.0322952159709211,0.02018435749476578,Paramount Pictures,0.13201320132013203
Uncle Buck,PG,Comedy,1989,"August 16, 1989",0.6891891891891891,0.036652617850676986,John Hughes,John Hughes,John Candy,United States,0.042126759495164284,0.027836805091903314,Universal Pictures,0.12211221122112212
Ghostbusters II,PG,Action,1989,"June 16, 1989",0.635135135135135,0.07790321942194992,Ivan Reitman,Dan Aykroyd,Bill Murray,United States,0.10392503307612143,0.07565009732875569,Columbia Pictures,0.1485148514851485
Tango & Cash,R,Action,1989,"December 22, 1989",0.6081081081081081,0.040819345282118696,Andrey Konchalovskiy,Randy Feldman,Sylvester Stallone,United States,0.15448725691508636,0.022270048798251074,Warner Bros.,0.1353135313531353
Born on the Fourth of July,R,Biography,1989,"January 5, 1990",0.7162162162162161,0.04206936351155121,Oliver Stone,Ron Kovic,Tom Cruise,United States,0.03931774705966623,0.05654635918143851,Ixtlan,0.2706270627062707
Glory,R,Biography,1989,"February 16, 1990",0.7972972972972973,0.05248618209015548,Edward Zwick,Kevin Jarre,Matthew Broderick,United States,0.05055379680165844,0.009475422216554086,TriStar Pictures,0.19471947194719472
Parenthood,PG-13,Comedy,1989,"August 2, 1989",0.6891891891891891,0.019152362638621814,Ron Howard,Lowell Ganz,Steve Martin,United States,0.05617182167265454,0.04435778492688204,Imagine Entertainment,0.20132013201320134
Lethal Weapon 2,R,Action,1989,"July 7, 1989",0.7162162162162161,0.06915309181592232,Richard Donner,Jeffrey Boam,Mel Gibson,United States,0.07864392115663896,0.08002599195248852,Warner Bros.,0.16831683168316833
National Lampoon's Christmas Vacation,PG-13,Comedy,1989,"December 1, 1989",0.7702702702702701,0.06831974632963399,Jeremiah S. Chechik,John Hughes,Chevy Chase,United States,0.0758349087211409,0.02584755224516622,Warner Bros.,0.11221122112211221
The 'Burbs,PG,Comedy,1989,"February 17, 1989",0.6756756756756757,0.029569181217226088,Joe Dante,Dana Olsen,Tom Hanks,United States,0.05055379680165844,0.01724532612496587,Imagine Entertainment,0.12871287128712874
Say Anything,PG-13,Comedy,1989,"April 14, 1989",0.7297297297297296,0.03540259962124447,Cameron Crowe,Cameron Crowe,John Cusack,United States,0.10031968594957656,0.007556385293359563,Gracie Films,0.12211221122112212
License to Kill,PG-13,Action,1989,"July 14, 1989",0.635135135135135,0.040402672538974525,John Glen,Michael G. Wilson,Timothy Dalton,United Kingdom,0.08987997089863116,0.05484833829388955,Danjaq,0.23102310231023102
Shirley Valentine,R,Comedy,1989,"August 30, 1989",0.7162162162162161,0.003068794753256818,Lewis Gilbert,Willy Russell,Pauline Collins,United Kingdom,0.10031968594957656,0.002127179465870186,Paramount Pictures,0.1485148514851485
Harlem Nights,R,Comedy,1989,"November 17, 1989",0.5675675675675674,0.008735544060017541,Eddie Murphy,Eddie Murphy,Eddie Murphy,United States,0.08426194602763507,0.02137664369918308,Eddie Murphy Productions,0.17491749174917495
Lock Up,R,Action,1989,"August 4, 1989",0.6081081081081081,0.01623565343661262,John Flynn,Richard Smith,Sylvester Stallone,United States,0.06740787141464674,0.007761724425196414,White Eagle,0.15181518151815185
"The Cook, the Thief, His Wife & Her Lover",X,Crime,1989,"April 6, 1990",0.7702702702702701,0.014985635207180105,Peter Greenaway,Peter Greenaway,Richard Bohringer,Netherlands,0.10031968594957656,0.002712934634931815,Allarts,0.20132013201320134
Warlock,R,Action,1989,"January 11, 1991",0.581081081081081,0.006652180344296688,Steve Miner,David Twohy,Julian Sands,United States,0.01965466001117987,0.003194013562075577,New World Pictures,0.13201320132013203
"See No Evil, Hear No Evil",R,Comedy,1989,"May 12, 1989",0.6756756756756757,0.0208190536111985,Arthur Hiller,Earl Barret,Richard Pryor,United States,0.05055379680165844,0.016475106031007238,TriStar Pictures,0.13201320132013203
Casualties of War,R,Action,1989,"August 18, 1989",0.7027027027027026,0.01748567166604513,Brian De Palma,Daniel Lang,Michael J. Fox,United States,0.06319435276139967,0.006557567802396486,Art Linson Productions,0.16501650165016504
The Package,R,Action,1989,"August 25, 1989",0.6081081081081081,0.003777138416601909,Andrew Davis,John Bishop,Gene Hackman,United States,0.05055379680165844,0.0037393714474876333,Orion Pictures,0.1485148514851485
My Left Foot,R,Biography,1989,"March 30, 1990",0.8108108108108109,0.029152508474081917,Jim Sheridan,Shane Connaughton,Daniel Day-Lewis,Ireland,0.10031968594957656,0.005178015018326338,Ferndale Films,0.13201320132013203
The War of the Roses,R,Comedy,1989,"December 8, 1989",0.6621621621621621,0.0208190536111985,Danny DeVito,Warren Adler,Michael Douglas,United States,0.07302589628564285,0.056260766707071065,Twentieth Century Fox,0.17491749174917495
Wild Orchid,R,Drama,1989,"April 27, 1990",0.3648648648648648,0.004985489371720005,Zalman King,Patricia Louisianna Knop,Mickey Rourke,United States,0.10031968594957656,0.0038845173236730637,Vision PDG,0.13861386138613865
Little Monsters,PG,Adventure,1989,"August 25, 1989",0.5675675675675674,0.004985489371720005,Richard Greenberg,Terry Rossio,Fred Savage,United States,0.10031968594957656,0.00027867842453371187,Davis Entertainment,0.12211221122112212
The Wizard,PG,Adventure,1989,"December 15, 1989",0.5675675675675674,0.005818834858008347,Todd Holland,David Chisholm,Fred Savage,United States,0.016845647575681817,0.005014878072206292,Carolco Pictures,0.12211221122112212
UHF,PG-13,Comedy,1989,"July 21, 1989",0.6891891891891891,0.011235580518882567,Jay Levey,'Weird Al' Yankovic,'Weird Al' Yankovic,United States,0.014036635140183764,0.002162387173153651,Cinecorp SAC,0.11221122112211221
Look Who's Talking,PG-13,Comedy,1989,"October 13, 1989",0.5405405405405406,0.03248589041923528,Amy Heckerling,Amy Heckerling,John Travolta,United States,0.021059166228928897,0.10431115367515918,TriStar Pictures,0.09900990099009901
Star Trek V: The Final Frontier,PG,Action,1989,"June 9, 1989",0.4864864864864864,0.023735762813207696,William Shatner,Gene Roddenberry,William Shatner,United States,0.07808211866953935,0.018336926961602284,Paramount Pictures,0.14521452145214522
Tie Me Up! Tie Me Down!,NC-17,Comedy,1989,"January 22, 1990",0.6891891891891891,0.010818907775738396,Pedro Almodóvar,Pedro Almodóvar,Victoria Abril,Spain,0.10031968594957656,0.0014357140732432995,El Deseo,0.1254125412541254
All Dogs Go to Heaven,G,Animation,1989,"November 17, 1989",0.6621621621621621,0.01581898069346845,Don Bluth,Don Bluth,Dom DeLuise,Ireland,0.03875594457256662,0.009517870605102013,Goldcrest Films International,0.06930693069306934
Cyborg,R,Action,1989,"April 7, 1989",0.43243243243243235,0.012485598748315079,Albert Pyun,Albert Pyun,Jean-Claude Van Damme,United States,0.0013960791804425317,0.003570520558629349,Cannon Entertainment,0.07590759075907591
Always,PG,Drama,1989,"December 22, 1989",0.6081081081081081,0.012068926005170908,Steven Spielberg,Jerry Belson,Richard Dreyfuss,United States,0.0870709584631331,0.026037259780134745,Universal Pictures,0.19471947194719472
Leviathan,R,Adventure,1989,"March 17, 1989",0.527027027027027,0.0079021985737292,George P. Cosmatos,David Webb Peoples,Peter Weller,United States,0.0702168838501448,0.005515612484715027,Filmauro,0.11551155115511555
Best of the Best,PG-13,Action,1989,"November 10, 1989",0.6081081081081081,0.005402162114864176,Robert Radler,Phillip Rhee,Eric Roberts,United States,0.014036635140183764,0.000596959680785477,The Movie Group,0.11221122112211221
Dead Calm,R,Horror,1989,"April 7, 1989",0.6621621621621621,0.01581898069346845,Phillip Noyce,Terry Hayes,Nicole Kidman,Australia,0.029205302291873247,0.002748164468860588,Kennedy Miller Productions,0.10891089108910892
Kickboxer,R,Action,1989,"September 8, 1989",0.6216216216216216,0.02165239909748684,Mark DiSalle,Mark DiSalle,Jean-Claude Van Damme,United States,0.0042050916159405835,0.0051617234854813,Kings Road Entertainment,0.11221122112211221
Black Rain,R,Action,1989,"September 22, 1989",0.635135135135135,0.02123572635434267,Ridley Scott,Craig Bolotin,Michael Douglas,United States,0.08426194602763507,0.047137392061157884,Paramount Pictures,0.20462046204620463
Troop Beverly Hills,PG,Adventure,1989,"March 24, 1989",0.527027027027027,0.003985474788173995,Jeff Kanew,Ava Ostern Fries,Shelley Long,United States,0.05055379680165844,0.0029883383159600057,Weintraub Entertainment Group,0.13861386138613865
Driving Miss Daisy,PG,Drama,1989,"January 26, 1990",0.7432432432432432,0.04248603625469538,Bruce Beresford,Alfred Uhry,Morgan Freeman,United States,0.021059166228928897,0.0512049160584372,The Zanuck Company,0.11881188118811883
Drugstore Cowboy,R,Crime,1989,"October 20, 1989",0.7297297297297296,0.014152289720891763,Gus Van Sant,James Fogle,Matt Dillon,United States,0.007014104051438636,0.0016609183667506589,Avenue Pictures,0.1254125412541254
A Nightmare on Elm Street 5: The Dream Child,R,Fantasy,1989,"August 11, 1989",0.43243243243243235,0.01748567166604513,Stephen Hopkins,Wes Craven,Robert Englund,United States,0.016845647575681817,0.00778578697636011,New Line Cinema,0.08580858085808582
Dream a Little Dream,PG-13,Comedy,1989,"March 3, 1989",0.527027027027027,0.0026937892844270646,Marc Rocco,Daniel Jay Franklin,Corey Feldman,United States,0.10031968594957656,0.0019500008803946315,Lightning Pictures,0.16831683168316833
Halloween 5: The Revenge of Michael Myers,R,Horror,1989,"October 13, 1989",0.43243243243243235,0.014985635207180105,Dominique Othenin-Girard,John Carpenter,Donald Pleasence,United States,0.014036635140183764,0.004088844249291242,Magnum Pictures Inc.,0.10891089108910892
DeepStar Six,R,Action,1989,"January 13, 1989",0.472972972972973,0.004568816628575834,Sean S. Cunningham,Lewis Abernathy,Greg Evigan,United States,0.02246367244667792,0.0028599272079589486,Carolco Entertainment,0.11881188118811883
Sea of Love,R,Crime,1989,"September 15, 1989",0.6621621621621621,0.01623565343661262,Harold Becker,Richard Price,Al Pacino,United States,0.053362809237156486,0.03894261617293248,Universal Pictures,0.16501650165016504
Skin Deep,R,Comedy,1989,"March 3, 1989",0.5675675675675674,0.0017354419751954716,Blake Edwards,Blake Edwards,John Ritter,United States,0.025272684882175975,0.006910025945233657,Beco Films,0.1254125412541254
K-9,PG-13,Action,1989,"April 28, 1989",0.5540540540540541,0.013318944234603421,Rod Daniel,Steven Siegel,Jim Belushi,United States,0.047744784366160385,0.02748176339981404,Gordon Company,0.1254125412541254
Lean on Me,PG-13,Drama,1989,"March 3, 1989",0.7432432432432432,0.0079021985737292,John G. Avildsen,Michael Schiffer,Morgan Freeman,United States,0.028081697317674025,0.011205967516622223,Norman Twain Productions,0.1485148514851485
Henry V,PG-13,Action,1989,"November 8, 1989",0.7567567567567567,0.012068926005170908,Kenneth Branagh,William Shakespeare,Kenneth Branagh,United Kingdom,0.025272684882175975,0.003568638037695244,Renaissance Films,0.24422442244224427
She's Out of Control,PG,Comedy,1989,"April 14, 1989",0.472972972972973,0.0016937747008810545,Stan Dragoti,Seth Winston,Tony Danza,United States,0.10031968594957656,0.004237632943970802,Weintraub Entertainment Group,0.0891089108910891
Friday the 13th Part VIII: Jason Takes Manhattan,R,Adventure,1989,"July 28, 1989",0.3648648648648648,0.014568962464035934,Rob Hedden,Rob Hedden,Jensen Daggett,Canada,0.014036635140183764,0.005037733843159245,Paramount Pictures,0.12211221122112212
Teen Witch,PG-13,Comedy,1989,"April 28, 1989",0.5675675675675674,0.0035688020450298234,Dorian Walker,Robin Menken,Robyn Lively,United States,0.10031968594957656,9.670397649188778e-06,Trans World Entertainment (TWE),0.0891089108910891
Valmont,R,Drama,1989,"November 17, 1989",0.6891891891891891,0.005402162114864176,Milos Forman,Choderlos de Laclos,Colin Firth,France,0.09268898333412921,0.00039750799268340256,Renn Productions,0.24422442244224427
Scandal,R,Drama,1989,"April 28, 1989",0.6216216216216216,0.0019854456210819742,Michael Caton-Jones,Michael Thomas,John Hurt,United Kingdom,0.01965466001117987,0.0030905974852904645,British Screen Productions,0.14191419141914194
The Fabulous Baker Boys,R,Comedy,1989,"October 13, 1989",0.6756756756756757,0.009152216803161712,Steve Kloves,Steve Kloves,Jeff Bridges,United States,0.036508734624168176,0.0064724283346354345,Gladden Entertainment,0.16831683168316833
