name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Shall We Dance,PG-13,Comedy,2004,"October 15, 2004",0.5675675675675674,0.018735689895477643,Peter Chelsom,Masayuki Suô,Richard Gere,United States,0.1404421947375961,0.05975182942875112,Miramax,0.14191419141914194
House of Flying Daggers,PG-13,Action,2004,"January 14, 2005",0.7567567567567567,0.04540274545670458,Yimou Zhang,Feng Li,Ziyi Zhang,China,0.10031968594957656,0.032615249773716944,Beijing New Picture Film,0.1848184818481848
District B13,R,Action,2004,"June 2, 2006",0.7027027027027026,0.028319162987793575,Pierre Morel,Luc Besson,Cyril Raffaelli,France,0.10031968594957656,0.003922765161778472,EuropaCorp,0.06930693069306934
Dead Man's Shoes,Not Rated,Crime,2004,"October 1, 2004",0.7702702702702701,0.02123572635434267,Shane Meadows,Paddy Considine,Paddy Considine,United Kingdom,0.10031968594957656,7.134648975280953e-05,Warp Films,0.0891089108910891
After the Sunset,PG-13,Action,2004,"November 12, 2004",0.5945945945945945,0.018735689895477643,Brett Ratner,Paul Zbyszewski,Pierce Brosnan,United States,0.16853231909257663,0.022006374346535452,New Line Cinema,0.11221122112211221
A Very Long Engagement,R,Drama,2004,"January 14, 2005",0.7702702702702701,0.02998585396037026,Jean-Pierre Jeunet,Sébastien Japrisot,Audrey Tautou,France,0.15898167681188324,0.024382888793095577,2003 Productions,0.23102310231023102
The Forgotten,PG-13,Drama,2004,"September 24, 2004",0.527027027027027,0.02706914475836106,Joseph Ruben,Gerald Di Pego,Julianne Moore,United States,0.11797009525361168,0.04130044484313865,Revolution Studios,0.09240924092409245
Flight of the Phoenix,PG-13,Action,2004,"December 17, 2004",0.5675675675675674,0.02165239909748684,John Moore,Lukas Heller,Dennis Quaid,United States,0.12639713256010585,0.012300022303588226,Twentieth Century Fox,0.16501650165016504
Saved!,PG-13,Comedy,2004,"June 11, 2004",0.6486486486486486,0.018735689895477643,Brian Dannelly,Brian Dannelly,Jena Malone,United States,0.014036635140183764,0.0036088207280069924,United Artists,0.09570957095709573
Garfield,PG,Animation,2004,"June 11, 2004",0.41891891891891886,0.033735908648667795,Peter Hewitt,Jim Davis,Breckin Meyer,United States,0.1404421947375961,0.07135741539855918,Twentieth Century Fox,0.05610561056105609
In Good Company,PG-13,Comedy,2004,"January 14, 2005",0.6081081081081081,0.022485744583775183,Paul Weitz,Paul Weitz,Dennis Quaid,United States,0.07302589628564285,0.021534812335390095,Universal Pictures,0.15181518151815185
First Daughter,PG,Comedy,2004,"September 24, 2004",0.43243243243243235,0.008735544060017541,Forest Whitaker,Jessica Bendinger,Katie Holmes,United States,0.08426194602763507,0.003720040837470429,New Regency Productions,0.14191419141914194
Jersey Girl,PG-13,Comedy,2004,"March 26, 2004",0.581081081081081,0.02665247201521689,Kevin Smith,Kevin Smith,Ben Affleck,United States,0.09830700820512532,0.012465594234341883,Miramax,0.12871287128712874
The Alamo,PG-13,Drama,2004,"April 9, 2004",0.5540540540540541,0.008318871316873372,John Lee Hancock,Leslie Bohem,Dennis Quaid,United States,0.3005559035609851,0.009068290186811663,Touchstone Pictures,0.24422442244224427
A Love Song for Bobby Long,R,Drama,2004,"January 21, 2005",0.7027027027027026,0.010402235032594225,Shainee Gabel,Ronald Everett Capps,Scarlett Johansson,United States,0.10031968594957656,0.0007162068454632742,Lions Gate Films,0.1848184818481848
Raise Your Voice,PG,Family,2004,"October 8, 2004",0.5405405405405406,0.011235580518882567,Sean McNamara,Mitch Rotter,Hilary Duff,United States,0.042126759495164284,0.005221609075397968,New Line Cinema,0.13201320132013203
Hidalgo,PG-13,Action,2004,"March 5, 2004",0.6486486486486486,0.03290256316237945,Joe Johnston,John Fusco,Viggo Mortensen,United States,0.2808928165124987,0.03794555055033121,Touchstone Pictures,0.24092409240924093
Bridget Jones: The Edge of Reason,R,Comedy,2004,"November 19, 2004",0.5540540540540541,0.04540274545670458,Beeban Kidron,Helen Fielding,Renée Zellweger,United Kingdom,0.11235207038261558,0.09311686411022707,Universal Pictures,0.1485148514851485
Mean Creek,R,Crime,2004,"September 29, 2004",0.7162162162162161,0.01290227149145925,Jacob Estes,Jacob Estes,Rory Culkin,United States,0.0013960791804425317,0.00028190013433381384,Whitewater Films,0.0891089108910891
Dirty Dancing: Havana Nights,PG-13,Drama,2004,"February 27, 2004",0.5540540540540541,0.011235580518882567,Guy Ferland,Kate Gunzinger,Diego Luna,United States,0.0702168838501448,0.009723328448147021,Lions Gate Films,0.07590759075907591
D.E.B.S.,PG-13,Action,2004,"March 25, 2005",0.45945945945945943,0.006235507601152517,Angela Robinson,Angela Robinson,Sara Foster,United States,0.009823116486936687,3.4116126114957876e-05,Screen Gems,0.09240924092409245
The Motorcycle Diaries,R,Adventure,2004,"October 15, 2004",0.7972972972972973,0.040819345282118696,Walter Salles,Ernesto 'Che' Guevara,Gael García Bernal,Argentina,0.10031968594957656,0.020252343544164577,FilmFour,0.2079207920792079
Club Dread,R,Comedy,2004,"February 27, 2004",0.5135135135135135,0.012068926005170908,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,United States,0.024149079907976753,0.0026571284257333625,Broken Lizard Industries,0.1353135313531353
Eros,R,Drama,2004,"December 3, 2004",0.5540540540540541,0.0026521220101126475,Michelangelo Antonioni,Kar-Wai Wong,Robert Downey Jr.,United Kingdom,0.10031968594957656,0.0005453378660663019,Block 2 Pictures,0.1353135313531353
Bad Education,NC-17,Crime,2004,"February 11, 2005",0.7432432432432432,0.023735762813207696,Pedro Almodóvar,Pedro Almodóvar,Gael García Bernal,Spain,0.014036635140183764,0.014197217769348024,Canal+ España,0.14191419141914194
Soul Plane,R,Comedy,2004,"May 28, 2004",0.3513513513513513,0.009152216803161712,Jessy Terrero,Bo Zenga,Dwayne Adway,United States,0.04493577193066233,0.00520556198930109,Metro-Goldwyn-Mayer (MGM),0.07590759075907591
3-Iron,R,Crime,2004,"October 15, 2004",0.8243243243243242,0.02165239909748684,Kim Ki-duk,Kim Ki-duk,Seung-Yun Lee,South Korea,0.0028005853981915574,0.0011954176515532099,Kim Ki-Duk Film,0.08250825082508254
Thunderbirds,PG,Action,2004,"July 30, 2004",0.32432432432432423,0.005402162114864176,Jonathan Frakes,Gerry Anderson,Bill Paxton,United Kingdom,0.16010528178608247,0.00993357407577668,Working Title Films,0.10561056105610564
New York Minute,PG,Comedy,2004,"May 7, 2004",0.41891891891891886,0.009152216803161712,Dennie Gordon,Emily Fox,Mary-Kate Olsen,United States,0.08426194602763507,0.007477231609979099,Warner Bros.,0.09240924092409245
Birth,R,Drama,2004,"October 29, 2004",0.581081081081081,0.014568962464035934,Jonathan Glazer,Jean-Claude Carrière,Nicole Kidman,United Kingdom,0.05617182167265454,0.008402921240633809,New Line Cinema,0.12211221122112212
Vanity Fair,PG-13,Drama,2004,"September 1, 2004",0.581081081081081,0.008735544060017541,Mira Nair,Matthew Faulk,Reese Witherspoon,United States,0.0645988589791487,0.006835684982815888,Focus Features,0.25742574257425743
Exorcist: the Beginning,R,Horror,2004,"August 20, 2004",0.43243243243243235,0.014152289720891763,Renny Harlin,William Peter Blatty,Stellan Skarsgård,United States,0.22471256780253765,0.02743342686509815,Morgan Creek Entertainment,0.16831683168316833
A Dirty Shame,NC-17,Comedy,2004,"September 24, 2004",0.43243243243243235,0.004985489371720005,John Waters,John Waters,Tracey Ullman,United States,0.042126759495164284,0.0006721783334671129,Fine Line Features,0.08580858085808582
Swades,Not Rated,Drama,2004,"December 17, 2004",0.8513513513513512,0.035819272364388643,Ashutosh Gowariker,M.G. Sathya,Shah Rukh Khan,India,0.10031968594957656,0.0006861297101584301,Ashutosh Gowariker Productions,0.4158415841584159
I Heart Huckabees,R,Comedy,2004,"October 22, 2004",0.635135135135135,0.02623579927207272,David O. Russell,David O. Russell,Jason Schwartzman,United Kingdom,0.05617182167265454,0.007057556933296608,Fox Searchlight Pictures,0.14521452145214522
The Sea Inside,PG-13,Biography,2004,"March 4, 2005",0.8243243243243242,0.03290256316237945,Alejandro Amenábar,Alejandro Amenábar,Javier Bardem,Spain,0.10031968594957656,0.015359162372366564,Sogepaq,0.2079207920792079
The Door in the Floor,R,Comedy,2004,"August 6, 2004",0.6486486486486486,0.006235507601152517,Tod Williams,John Irving,Jeff Bridges,United States,0.021059166228928897,0.0023583344220989154,Focus Features,0.15841584158415842
The Whole Ten Yards,PG-13,Comedy,2004,"April 9, 2004",0.4864864864864864,0.022902417326919354,Howard Deutch,Mitchell Kapner,Bruce Willis,United States,0.11235207038261558,0.009191465357856443,Nine Yards Two Productions,0.11551155115511555
Envy,PG-13,Comedy,2004,"April 30, 2004",0.3918918918918919,0.012485598748315079,Barry Levinson,Steve Adams,Ben Stiller,United States,0.11235207038261558,0.005090437404982346,Dreamworks Pictures,0.11881188118811883
Alfie,R,Comedy,2004,"November 5, 2004",0.581081081081081,0.02123572635434267,Charles Shyer,Bill Naughton,Jude Law,United Kingdom,0.16853231909257663,0.012313854969071386,Paramount Pictures,0.13201320132013203
Superbabies: Baby Geniuses 2,PG,Comedy,2004,"August 27, 2004",0.0,0.012485598748315079,Bob Clark,Robert Grasmere,Jon Voight,Germany,0.05617182167265454,0.003318412020510934,ApolloMedia Distribution,0.08250825082508254
Nobody Knows,PG-13,Drama,2004,"October 21, 2004",0.8378378378378376,0.010818907775738396,Hirokazu Koreeda,Hirokazu Koreeda,Yûya Yagira,Japan,0.10031968594957656,0.0008035077001326251,Bandai Visual Company,0.25742574257425743
Black Friday,Not Rated,Action,2004,"February 9, 2007",0.8918918918918918,0.008318871316873372,Anurag Kashyap,Anurag Kashyap,Kay Kay Menon,India,0.10031968594957656,0.0005656652287721238,Mid Day Multimedia Limited,0.264026402640264
Johnson Family Vacation,PG-13,Comedy,2004,"April 7, 2004",0.3513513513513513,0.003068794753256818,Christopher Erskin,Todd R. Jones,Cedric the Entertainer,United States,0.03369972218867012,0.011002166713459136,Fox Searchlight Pictures,0.11221122112211221
The Chorus,PG-13,Comedy,2004,"March 17, 2004",0.8108108108108109,0.024569108299496035,Christophe Barratier,Georges Chaperot,Gérard Jugnot,France,0.10031968594957656,0.031042501522701292,Vega Film,0.11221122112211221
The Woodsman,R,Drama,2004,"January 28, 2005",0.7162162162162161,0.013735616977747592,Nicole Kassell,Steven Fechter,Kevin Bacon,United States,0.10031968594957656,0.001643024935028671,Dash Films,0.0792079207920792
Three... Extremes,R,Horror,2004,"August 20, 2004",0.6891891891891891,0.0079021985737292,Fruit Chan,Park Chan-Wook,Bai Ling,Hong Kong,0.10031968594957656,0.00018144586707058747,Applause Pictures,0.20462046204620463
Spartan,R,Action,2004,"March 12, 2004",0.6216216216216216,0.012068926005170908,David Mamet,David Mamet,Val Kilmer,Germany,0.054065062346031,0.0028492105360816444,Franchise Pictures,0.14191419141914194
Home on the Range,PG,Animation,2004,"April 2, 2004",0.472972972972973,0.008735544060017541,Will Finn,Will Finn,Judi Dench,United States,0.30898294086747924,0.05105205465615468,Walt Disney Pictures,0.042904290429042896
Christmas with the Kranks,PG,Comedy,2004,"November 24, 2004",0.472972972972973,0.018735689895477643,Joe Roth,John Grisham,Tim Allen,United States,0.16853231909257663,0.03392496208478157,Revolution Studios,0.11881188118811883
Win a Date with Tad Hamilton!,PG-13,Comedy,2004,"January 23, 2004",0.4999999999999999,0.011235580518882567,Robert Luketic,Victor Levin,Kate Bosworth,United States,0.06178984654365064,0.007555766449724135,Dreamworks Pictures,0.10561056105610564
Night Watch,R,Action,2004,"March 3, 2006",0.6081081081081081,0.022069071840631012,Timur Bekmambetov,Timur Bekmambetov,Konstantin Khabenskiy,Russia,0.011789425191785323,0.017678827847666043,Bazelevs Production,0.16831683168316833
The Merchant of Venice,R,Drama,2004,"February 18, 2005",0.6891891891891891,0.014985635207180105,Michael Radford,William Shakespeare,Al Pacino,United Kingdom,0.08426194602763507,0.007572185122975543,Movision,0.22442244224422445
Ladder 49,PG-13,Action,2004,"October 1, 2004",0.6216216216216216,0.022902417326919354,Jay Russell,Lewis Colick,Joaquin Phoenix,United States,0.15448725691508636,0.035322462036712306,Touchstone Pictures,0.1716171617161716
The Libertine,R,Biography,2004,"March 10, 2006",0.5945945945945945,0.014568962464035934,Laurence Dunmore,Stephen Jeffreys,Johnny Depp,United Kingdom,0.10031968594957656,0.003811316410313524,The Weinstein Company,0.16831683168316833
Ma mère,NC-17,Drama,2004,"May 19, 2004",0.43243243243243235,0.0027354565587414817,Christophe Honoré,Georges Bataille,Isabelle Huppert,France,0.10031968594957656,0.0005302467915333484,Gemini Films,0.15511551155115513
You Got Served,PG-13,Drama,2004,"January 30, 2004",0.2702702702702703,0.010818907775738396,Chris Stokes,Chris Stokes,Omarion,United States,0.02246367244667792,0.017763304569717645,Screen Gems,0.10561056105610564
A Good Woman,PG,Drama,2004,"May 13, 2005",0.6216216216216216,0.004985489371720005,Mike Barker,Oscar Wilde,Helen Hunt,United Kingdom,0.10031968594957656,0.0024157112718976143,Beyond Films,0.09900990099009901
Beyond the Sea,PG-13,Biography,2004,"December 29, 2004",0.6486486486486486,0.006235507601152517,Kevin Spacey,Kevin Spacey,Kevin Spacey,United Kingdom,0.0645988589791487,0.0029668340264537756,Lions Gate Films,0.18151815181518152
Ladies in Lavender,PG-13,Drama,2004,"May 27, 2005",0.6891891891891891,0.004568816628575834,Charles Dance,William J. Locke,Judi Dench,United Kingdom,0.10031968594957656,0.0071721311612154,UK Film Council,0.1353135313531353
Eulogy,R,Comedy,2004,"September 26, 2004",0.6216216216216216,0.0036104693193442406,Michael Clancy,Michael Clancy,Ray Romano,United Kingdom,0.018250153793430843,3.1424050935869044e-05,Eulogy Productions LLC,0.09240924092409245
Saving Face,R,Comedy,2004,"June 24, 2005",0.7432432432432432,0.004568816628575834,Alice Wu,Alice Wu,Joan Chen,United States,0.10031968594957656,0.0004341771122069445,Destination Films,0.09240924092409245
The Big Bounce,PG-13,Comedy,2004,"January 30, 2004",0.4054054054054054,0.00748552583058503,George Armitage,Elmore Leonard,Owen Wilson,United States,0.1404421947375961,0.0023911672027860337,Shangri-La Entertainment,0.08250825082508254
Veer-Zaara,Not Rated,Drama,2004,"November 12, 2004",0.7972972972972973,0.0208190536111985,Yash Chopra,Aditya Chopra,Shah Rukh Khan,India,0.01965466001117987,0.0024187977633097256,Yash Raj Films,0.4257425742574258
Little Black Book,PG-13,Comedy,2004,"August 6, 2004",0.45945945945945943,0.00748552583058503,Nick Hurran,Melissa Carter,Brittany Murphy,United States,0.09830700820512532,0.007739127852088493,Revolution Studios,0.14521452145214522
Laws of Attraction,PG-13,Comedy,2004,"April 30, 2004",0.5405405405405406,0.009568889546305883,Peter Howitt,Aline Brosh McKenna,Pierce Brosnan,Ireland,0.08987997089863116,0.010547583917246313,Deep River Productions,0.0891089108910891
Undertow,R,Drama,2004,"December 17, 2004",0.635135135135135,0.0035688020450298234,David Gordon Green,Lingard Jervey,Jamie Bell,United States,0.10031968594957656,5.495064557989314e-05,United Artists,0.1485148514851485
Head in the Clouds,R,Drama,2004,"October 30, 2004",0.635135135135135,0.006235507601152517,John Duigan,John Duigan,Charlize Theron,United Kingdom,0.10031968594957656,0.0012870504116705558,Remstar Productions,0.22772277227722773
Maria Full of Grace,R,Crime,2004,"August 6, 2004",0.7432432432432432,0.014152289720891763,Joshua Marston,Joshua Marston,Catalina Sandino Moreno,Colombia,0.00841861026918766,0.004423334502488881,HBO Films,0.1254125412541254
Vera Drake,R,Crime,2004,"February 4, 2005",0.7702702702702701,0.009985562289450054,Mike Leigh,Mike Leigh,Imelda Staunton,United Kingdom,0.030890709753172076,0.004659787209794111,Les Films Alain Sarde,0.20462046204620463
Millions,PG,Comedy,2004,"April 29, 2005",0.6756756756756757,0.010402235032594225,Danny Boyle,Frank Cottrell Boyce,Alex Etel,United Kingdom,0.10031968594957656,0.004138024406261555,Pathé Pictures International,0.11551155115511555
It's All Gone Pete Tong,R,Biography,2004,"May 27, 2005",0.7297297297297296,0.008318871316873372,Michael Dowse,Michael Dowse,Paul Kaye,United Kingdom,0.0056095978336896096,0.0005741502704226922,True West Films,0.0891089108910891
Catch That Kid,PG,Action,2004,"February 6, 2004",0.44594594594594594,0.004068809336802829,Bart Freundlich,Nikolaj Arcel,Kristen Stewart,United States,0.03369972218867012,0.0059536104822283395,Fox 2000 Pictures,0.09240924092409245
Lakshya,Not Rated,Action,2004,"June 18, 2004",0.8108108108108109,0.009152216803161712,Farhan Akhtar,Javed Akhtar,Hrithik Roshan,India,0.10031968594957656,0.002057754482093214,Excel Entertainment,0.40594059405940597
Main Hoon Na,Not Rated,Action,2004,"April 30, 2004",0.6891891891891891,0.013735616977747592,Farah Khan,Farah Khan,Shah Rukh Khan,India,0.10031968594957656,0.003805769295456573,Red Chillies Entertainment,0.39273927392739283
Tae Guk Gi: The Brotherhood of War,R,Action,2004,"September 24, 2004",0.8243243243243242,0.01581898069346845,Je-kyu Kang,Richard Epcar,Jang Dong-Gun,South Korea,0.035946932137068566,0.02679349653669217,Kang Je-Kyu Film Co. Ltd.,0.2541254125412541
Lila dit ça,R,Crime,2004,"January 26, 2005",0.6756756756756757,0.0019854456210819742,Ziad Doueiri,Chimo,Vahina Giocante,France,0.10031968594957656,0.00018880069372750844,Huit et Demi Productions,0.08580858085808582
Five Times Two,R,Drama,2004,"September 1, 2004",0.635135135135135,0.003777138416601909,François Ozon,François Ozon,Valeria Bruni Tedeschi,France,0.10031968594957656,0.002614665988521749,Fidélité Productions,0.0891089108910891
She Hate Me,R,Comedy,2004,"July 30, 2004",0.45945945945945943,0.0031104620275712353,Spike Lee,Michael Genet,Anthony Mackie,United States,0.02246367244667792,0.0005361820007246624,40 Acres & A Mule Filmworks,0.24752475247524755
Mind Game,TV-MA,Animation,2004,"June 26, 2005",0.7972972972972973,0.0036104693193442406,Masaaki Yuasa,Robin Nishi,Kôji Imada,Japan,0.10031968594957656,1.2750567162640713e-05,Studio 4°C,0.13201320132013203
As It Is in Heaven,Not Rated,Comedy,2004,"September 3, 2004",0.7567567567567567,0.007068853087440859,Kay Pollak,Anders Nyberg,Michael Nyqvist,Sweden,0.10031968594957656,0.006437153896199455,Sonet Film AB,0.23102310231023102
Palindromes,Not Rated,Comedy,2004,"January 21, 2005",0.6486486486486486,0.004985489371720005,Todd Solondz,Todd Solondz,Jennifer Jason Leigh,United States,0.10031968594957656,0.0002842666317319483,Extra Large Pictures,0.12211221122112212
Dhoom,Not Rated,Action,2004,"August 27, 2004",0.6486486486486486,0.0079021985737292,Sanjay Gadhvi,Vijay Krishna Acharya,Abhishek Bachchan,India,0.10031968594957656,0.002568060600388735,Yash Raj Films,0.21782178217821782
Welcome to Mooseport,PG-13,Comedy,2004,"February 20, 2004",0.44594594594594594,0.004985489371720005,Donald Petrie,Doug Richardson,Gene Hackman,United States,0.08426194602763507,0.005132956739281894,Twentieth Century Fox,0.15511551155115513
Ghost in the Shell 2: Innocence,PG-13,Animation,2004,"September 24, 2004",0.7567567567567567,0.015402307950324276,Mamoru Oshii,Shirow Masamune,Akio Ôtsuka,Japan,0.10031968594957656,0.0034381793369617553,Bandai Visual Company,0.12211221122112212
Clifford's Really Big Movie,G,Animation,2004,"April 23, 2004",0.472972972972973,0.0003279214488544625,Robert C. Ramirez,Rhett Reese,John Ritter,United States,0.00018820383317836946,0.0011432510998995579,Big Red Dog Productions,0.03630363036303633
Summer Storm,R,Comedy,2004,"September 2, 2004",0.7162162162162161,0.005818834858008347,Marco Kreuzpaintner,Thomas Bahmann,Robert Stadlober,Germany,0.10031968594957656,0.0007363547364904902,Claussen & Wöbke Filmproduktion GmbH,0.11551155115511555
Melinda and Melinda,PG-13,Comedy,2004,"April 8, 2005",0.6081081081081081,0.01290227149145925,Woody Allen,Woody Allen,Will Ferrell,United States,0.10031968594957656,0.0070696451059663904,Fox Searchlight Pictures,0.11881188118811883
Harry Potter and the Goblet of Fire,PG-13,Adventure,2005,"November 18, 2005",0.7837837837837837,0.23582218907359065,Mike Newell,Steve Kloves,Daniel Radcliffe,United Kingdom,0.4213434382874013,0.3149281675634581,Warner Bros.,0.3102310231023103
The 40-Year-Old Virgin,R,Comedy,2005,"August 19, 2005",0.7027027027027026,0.1695712229136675,Judd Apatow,Judd Apatow,Steve Carell,United States,0.07302589628564285,0.06229821469715323,Universal Pictures,0.17491749174917495
Memoirs of a Geisha,PG-13,Drama,2005,"December 23, 2005",0.7297297297297296,0.058736273237318046,Rob Marshall,Robin Swicord,Ziyi Zhang,France,0.23875762998002792,0.05698231169351894,Columbia Pictures,0.2706270627062707
Pride & Prejudice,PG,Drama,2005,"November 23, 2005",0.7972972972972973,0.11207038435977192,Joe Wright,Deborah Moggach,Keira Knightley,France,0.07864392115663896,0.04271364347430682,Focus Features,0.21782178217821782
Batman Begins,PG-13,Action,2005,"June 15, 2005",0.8513513513513512,0.5416599825414121,Christopher Nolan,Bob Kane,Christian Bale,United Kingdom,0.4213434382874013,0.13123616677696048,Warner Bros.,0.2541254125412541
The Descent,R,Adventure,2005,"August 4, 2006",0.7162162162162161,0.08623667428483332,Neil Marshall,Neil Marshall,Shauna Macdonald,United Kingdom,0.10031968594957656,0.020064904868381556,Celador Films,0.11881188118811883
Brokeback Mountain,R,Drama,2005,"January 13, 2006",0.7837837837837837,0.13873743992099885,Ang Lee,Annie Proulx,Jake Gyllenhaal,United States,0.03931774705966623,0.06253848688489846,Focus Features,0.23432343234323436
Sin City,R,Crime,2005,"April 1, 2005",0.8243243243243242,0.31040661009639725,Frank Miller,Frank Miller,Mickey Rourke,United States,0.11235207038261558,0.05574984279878989,Dimension Films,0.20132013201320134
Charlie and the Chocolate Factory,PG,Adventure,2005,"July 15, 2005",0.635135135135135,0.1837380961805693,Tim Burton,Roald Dahl,Johnny Depp,United Kingdom,0.4213434382874013,0.16681680180868844,Warner Bros.,0.1716171617161716
V for Vendetta,R,Action,2005,"March 17, 2006",0.8378378378378376,0.4583254339125779,James McTeigue,Lilly Wachowski,Hugo Weaving,United States,0.1516782444795883,0.046539965613521396,Warner Bros.,0.22772277227722773
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,Adventure,2005,"December 9, 2005",0.6756756756756757,0.15623769513305402,Andrew Adamson,Ann Peacock,Tilda Swinton,United Kingdom,0.5056138113523428,0.2616608588566113,Walt Disney Pictures,0.264026402640264
Wedding Crashers,R,Comedy,2005,"July 15, 2005",0.6756756756756757,0.14123747637986386,David Dobkin,Steve Faber,Owen Wilson,United States,0.11235207038261558,0.1013145147062595,New Line Cinema,0.1848184818481848
War of the Worlds,PG-13,Adventure,2005,"June 29, 2005",0.6216216216216216,0.1766546595471184,Steven Spielberg,Josh Friedman,Tom Cruise,United States,0.37078121444843637,0.21209015044065596,Paramount Pictures,0.17491749174917495
Kingdom of Heaven,R,Action,2005,"May 6, 2005",0.7162162162162161,0.11332040258920444,Ridley Scott,William Monahan,Orlando Bloom,United Kingdom,0.36516318957744026,0.07660817720719136,Twentieth Century Fox,0.26732673267326734
Constantine,R,Action,2005,"February 18, 2005",0.6891891891891891,0.1320706760306921,Francis Lawrence,Jamie Delano,Keanu Reeves,United States,0.2808928165124987,0.08109043882951684,Warner Bros.,0.19141914191419143
Star Wars: Episode III - Revenge of the Sith,PG-13,Action,2005,"May 19, 2005",0.7567567567567567,0.3037398462060905,George Lucas,George Lucas,Hayden Christensen,United States,0.3174099781739734,0.30499306464185566,Lucasfilm,0.2541254125412541
King Kong,PG-13,Action,2005,"December 14, 2005",0.7162162162162161,0.1679045319410908,Peter Jackson,Fran Walsh,Naomi Watts,United States,0.5814571471107902,0.1975112656005818,Universal Pictures,0.4092409240924093
The Hitchhiker's Guide to the Galaxy,PG,Adventure,2005,"April 29, 2005",0.6486486486486486,0.07915323765138242,Garth Jennings,Douglas Adams,Martin Freeman,United Kingdom,0.1404421947375961,0.03669444469835453,Touchstone Pictures,0.15181518151815185
Fantastic Four,PG-13,Action,2005,"July 8, 2005",0.5135135135135135,0.13165400328754795,Tim Story,Mark Frost,Ioan Gruffudd,United States,0.2808928165124987,0.11714324558439419,Twentieth Century Fox,0.14191419141914194
Green Street Hooligans,R,Crime,2005,"September 9, 2005",0.7432432432432432,0.05998629146675056,Lexi Alexander,Lexi Alexander,Elijah Wood,United Kingdom,0.10031968594957656,0.001339683378958628,Baker Street,0.15181518151815185
Serenity,PG-13,Action,2005,"September 30, 2005",0.7972972972972973,0.119570493736367,Joss Whedon,Joss Whedon,Nathan Fillion,United States,0.10954305794711752,0.01420489185188724,Universal Pictures,0.1848184818481848
Mr. & Mrs. Smith,PG-13,Action,2005,"June 10, 2005",0.6216216216216216,0.19207155104345272,Doug Liman,Simon Kinberg,Brad Pitt,United States,0.30898294086747924,0.1711433979154594,New Regency Productions,0.18811881188118815
The Island,PG-13,Action,2005,"July 22, 2005",0.6621621621621621,0.1266539303698179,Michael Bay,Caspian Tredwell-Owen,Scarlett Johansson,United States,0.35392713983544805,0.057230341553352326,Dreamworks Pictures,0.24092409240924093
Waiting...,R,Comedy,2005,"October 7, 2005",0.6486486486486486,0.03873598156639784,Rob McKittrick,Rob McKittrick,Ryan Reynolds,United States,0.00841861026918766,0.006545757442051122,Eden Rock Media,0.1023102310231023
Match Point,R,Drama,2005,"January 20, 2006",0.7702702702702701,0.08707001977112167,Woody Allen,Woody Allen,Scarlett Johansson,United Kingdom,0.042126759495164284,0.03007760839359384,BBC Films,0.20132013201320134
Hostel,R,Horror,2005,"January 6, 2006",0.5405405405405406,0.07165312827478734,Eli Roth,Eli Roth,Jay Hernandez,United States,0.013474832653084154,0.028792566589613985,Next Entertainment,0.1023102310231023
Sky High,PG,Adventure,2005,"July 29, 2005",0.581081081081081,0.033735908648667795,Mike Mitchell,Paul Hernandez,Kurt Russell,United States,0.09830700820512532,0.030334403565918357,Walt Disney Pictures,0.12211221122112212
Assault on Precinct 13,R,Action,2005,"January 19, 2005",0.5945945945945945,0.031235872189802772,Jean-François Richet,John Carpenter,Ethan Hawke,France,0.08426194602763507,0.012395894950406416,Rogue Pictures,0.15181518151815185
Madagascar,PG,Animation,2005,"May 27, 2005",0.6756756756756757,0.1566543678761982,Eric Darnell,Mark Burton,Chris Rock,United States,0.21066750562504738,0.19038170821223774,DreamWorks Animation,0.07590759075907591
Hard Candy,R,Drama,2005,"April 28, 2006",0.7027027027027026,0.06498636438448062,David Slade,Brian Nelson,Patrick Wilson,United States,0.0026601347764166547,0.0024662077886554324,Lions Gate Films,0.1353135313531353
The Sisterhood of the Traveling Pants,PG,Comedy,2005,"June 1, 2005",0.6216216216216216,0.023319090070063525,Ken Kwapis,Ann Brashares,Amber Tamblyn,United States,0.0702168838501448,0.014755862529658985,Alcon Entertainment,0.1848184818481848
The Longest Yard,PG-13,Comedy,2005,"May 27, 2005",0.6081081081081081,0.0695697645590665,Peter Segal,Albert S. Ruddy,Adam Sandler,United States,0.23033059267353376,0.06724612278956192,Paramount Pictures,0.16501650165016504
Red Eye,PG-13,Thriller,2005,"August 19, 2005",0.6216216216216216,0.047902781915569605,Wes Craven,Carl Ellsworth,Rachel McAdams,United States,0.07302589628564285,0.03380736879903636,Dreamworks Pictures,0.07260726072607263
House of Wax,R,Horror,2005,"May 6, 2005",0.472972972972973,0.04915280014500211,Jaume Collet-Serra,Charles Belden,Chad Michael Murray,Australia,0.11235207038261558,0.02415169414939193,Warner Bros.,0.16501650165016504
Four Brothers,R,Action,2005,"July 1, 2005",0.6621621621621621,0.05748625500788553,John Singleton,David Elliot,Mark Wahlberg,United States,0.12639713256010585,0.032443409680442584,Paramount Pictures,0.15181518151815185
