name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,star_avg_score,release_month,release_quarter,is_sequel
Black Robe,8,1991,1991-10-04,0.7027027027027025,0.0027354565587414,Bruce Beresford,Brian Moore,Lothaire Bluteau,0.0246897280168999,0.1003196859495765,0.0028840652706899,0.0011882756799577,0.1254125412541254,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,10,4,0
The Perks of Being a Wallflower,6,2012,2012-10-12,0.8108108108108107,0.1979049694474711,Stephen Chbosky,Stephen Chbosky,Logan Lerman,0.7190388170055453,0.0365087346241681,0.0117249507920442,0.007921837866385,0.132013201320132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5135135135135135,10,4,0
Short Circuit,2,1986,1986-05-09,0.6486486486486487,0.0241524355563518,John Badham,S.S. Wilson,Ally Sheedy,0.7190388170055453,0.0421267594951642,0.0142936204020038,0.0124108793240031,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,5,2,0
Diary of a Wimpy Kid: The Long Haul,2,2017,2017-05-19,0.3243243243243243,0.0031937965762,David Bowers,Jeff Kinney,Jason Drucker,0.7190388170055453,0.0617898465436506,0.0140980668668583,0.03168735146554,0.0924092409240924,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3243243243243243,5,2,0
Rock-A-Doodle,0,1991,1992-04-03,0.5675675675675674,0.0036521365936586,Don Bluth,Don Bluth,Glen Campbell,0.0056773171375759,0.0505537968016584,0.0040941585075475,0.0011882756799577,0.0462046204620462,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675674,4,2,0
The Man Who Wasn't There,8,1983,1983-08-12,0.2567567567567567,0.0001991695712229,Bruce Malmuth,Stanford Sherman,Steve Guttenberg,0.7190388170055453,0.1003196859495765,0.0008580846512584,0.0422498019540533,0.1584158415841584,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,8,3,0
The Right Stuff,2,1983,1984-02-17,0.7972972972972973,0.0237357628132076,Philip Kaufman,Philip Kaufman,Sam Shepard,0.7190388170055453,0.0758349087211409,0.0074429841288586,0.0014523369421705,0.429042904290429,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7972972972972973,2,1,0
Great Balls of Fire!,6,1989,1989-06-30,0.5810810810810811,0.0066521803442966,Jim McBride,Myra Lewis,Dennis Quaid,0.7190388170055453,0.1003196859495765,0.0048259797402661,0.007921837866385,0.1485148514851485,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.563063063063063,6,2,0
Sleepaway Camp,8,1983,1983-11-18,0.5945945945945946,0.0116522532620267,Robert Hiltzik,Robert Hiltzik,Felissa Rose,0.7190388170055453,0.0009747273151178,0.0277437378066639,0.0001320306311064,0.0693069306930693,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5945945945945946,11,4,0
Private School,8,1983,1983-07-29,0.4594594594594594,0.0025271201871693,Noel Black,Dan Greenburg,Phoebe Cates,0.7190388170055453,0.0098231164869366,0.004934323034623,0.0001320306311064,0.0858085808580858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4594594594594594,7,3,0
Educating Rita,2,1983,1983-10-28,0.7162162162162162,0.0054021621148641,Lewis Gilbert,Willy Russell,Michael Caine,0.1066807499339846,0.1003196859495765,0.0051445388088423,0.0001320306311064,0.1551155115511551,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5972972972972972,10,4,0
The Three Musketeers,6,2011,2011-10-21,0.5135135135135135,0.0437360544841278,Paul W.S. Anderson,Alex Litvak,Logan Lerman,0.7190388170055453,0.2106675056250474,0.0464568849774237,0.007921837866385,0.1551155115511551,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5135135135135134,10,4,0
A United Kingdom,6,2016,2017-02-10,0.6756756756756757,0.0062355076011525,Amma Asante,Guy Hibbert,David Oyelowo,0.0010562450488513,0.0393177470596662,0.005078248081934,0.0075257459730657,0.1584158415841584,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,2,1,0
Tulsa,6,2020,2020-06-03,0.4189189189189189,0.0001079182404743,Scott Pryor,Scott Pryor,Scott Pryor,0.7190388170055453,0.1003196859495765,0.0001450766865167,0.0001320306311064,0.1881188118811881,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4189189189189189,6,2,0
Vantage Point,6,2008,2008-02-22,0.635135135135135,0.0608196369530389,Pete Travis,Barry L. Levy,Dennis Quaid,0.7190388170055453,0.1123520703826155,0.0533988207061402,0.0438341695273303,0.0891089108910891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5855855855855856,2,1,0
A River Runs Through It,2,1992,1992-10-30,0.7162162162162162,0.0229024173269193,Robert Redford,Norman Maclean,Craig Sheffer,0.7190388170055453,0.0336997221886701,0.0152568434962154,0.0005281225244256,0.198019801980198,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,10,4,0
Stomp the Yard,6,2007,2007-01-12,0.472972972972973,0.0091522168031617,Sylvain White,Robert Adetuyi,Columbus Short,0.7190388170055453,0.0365087346241681,0.0265206507661048,0.0001320306311064,0.1716171617161716,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.472972972972973,1,1,0
Wildcats,8,1986,1986-02-14,0.5675675675675674,0.00498548937172,Michael Ritchie,Ezra Sacks,Goldie Hawn,0.7190388170055453,0.1003196859495765,0.0092318106614503,0.000660153155532,0.1419141914191419,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5641891891891891,2,1,0
The Matrix Revolutions,8,2003,2003-11-05,0.6486486486486487,0.1912382055571643,Lana Wachowski,Lilly Wachowski,Keanu Reeves,0.7190388170055453,0.4213434382874013,0.1500903089896597,0.0439662001584367,0.2178217821782178,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6428571428571429,11,4,0
Feast,8,2005,2007-01-18,0.5945945945945946,0.012485598748315,John Gulager,Patrick Melton,Navi Rawat,0.7190388170055453,0.0089804127562872,0.0002524636180931,0.0073937153419593,0.1056105610561056,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5945945945945946,1,1,0
Parasite,8,2019,2019-11-08,0.9054054054054052,0.2629059173779617,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,0.0040929495642989,0.0320143147273713,0.0909326958888925,0.0002640612622128,0.2277227722772277,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7590090090090089,11,4,0
The Men's Club,8,1986,1986-09-19,0.3783783783783784,0.0003145879210738,Peter Medak,Leonard Michaels,David Dukes,0.7190388170055453,0.1003196859495765,0.0008977278728845,0.0014523369421705,0.1254125412541254,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3783783783783784,9,3,0
Victory,2,1981,1981-07-31,0.6486486486486487,0.0120689260051709,John Huston,Yabo Yablonsky,Michael Caine,0.1066807499339846,0.028081697317674,0.0038117919575793,0.0018484288354898,0.1749174917491749,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810809,7,3,0
Cop Land,8,1997,1997-08-15,0.6756756756756757,0.0370692905938211,James Mangold,James Mangold,Sylvester Stallone,0.7190388170055453,0.0421267594951642,0.0157562359101254,0.0097702667018748,0.1386138613861386,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5608108108108107,8,3,0
Slaughterhouse Rulez,8,2018,2019-05-17,0.4594594594594594,0.0054021621148641,Crispian Mills,Crispian Mills,Jassa Ahluwalia,0.1066807499339846,0.1003196859495765,0.0002565472134104,0.0001320306311064,0.1353135313531353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4594594594594594,5,2,0
Ain't Them Bodies Saints,8,2013,2013-08-16,0.6081081081081081,0.0087355440600175,David Lowery,David Lowery,Rooney Mara,0.7190388170055453,0.1003196859495765,0.0003620811262464,0.0002640612622128,0.1089108910891089,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6148648648648647,8,3,0
Are We There Yet?,2,2005,2005-01-21,0.3783783783783784,0.012485598748315,Brian Levant,Steven Gary Banks,Ice Cube,0.7190388170055453,0.0898799708986311,0.034390550604127,0.0042249801954053,0.1056105610561056,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5540540540540541,1,1,0
Phantasm II,8,1988,1988-07-08,0.6216216216216215,0.0058188348580083,Don Coscarelli,Don Coscarelli,James Le Gros,0.7190388170055453,0.0084186102691876,0.0025577495836754,0.0001320306311064,0.1122112211221122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,7,3,1
Thirteen,8,2003,2003-09-19,0.6621621621621622,0.0337359086486677,Catherine Hardwicke,Catherine Hardwicke,Evan Rachel Wood,0.7190388170055453,0.0056095978336896,0.003557350287639,0.0075257459730657,0.1221122112211221,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621622,9,3,0
Still Smokin,8,1983,1983-05-06,0.4999999999999999,0.0030687947532568,Tommy Chong,Tommy Chong,Cheech Marin,0.7190388170055453,0.1003196859495765,0.0054591003301662,0.0422498019540533,0.0924092409240924,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5743243243243243,5,2,0
Fred Claus,2,2007,2007-11-09,0.4999999999999999,0.0170689989229009,David Dobkin,Dan Fogelman,Vince Vaughn,0.7190388170055453,0.2808928165124987,0.0343623429947424,0.0439662001584367,0.1749174917491749,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5891891891891892,11,4,0
Plump Fiction,8,1997,1997-05-23,0.1081081081081081,0.0014854383293089,Bob Koherr,Bob Koherr,Tommy Davidson,0.7190388170055453,0.1003196859495765,2.487877852393173e-05,0.0001320306311064,0.0627062706270627,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,5,2,0
RoboCop 3,6,1993,1993-11-05,0.2972972972972972,0.0195690353817659,Fred Dekker,Edward Neumeier,Robert John Burke,0.7190388170055453,0.0617898465436506,0.0037565778995553,0.007921837866385,0.1353135313531353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,11,4,1
Kung Pow: Enter the Fist,6,2002,2002-01-25,0.5810810810810811,0.0183190171523334,Steve Oedekerk,Steve Oedekerk,Steve Oedekerk,0.7190388170055453,0.028081697317674,0.0059686857520146,0.03168735146554,0.0594059405940594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,1,1,0
Rampage,6,2018,2018-04-13,0.5675675675675674,0.0629030006687597,Brad Peyton,Ryan Engle,Dwayne Johnson,0.7190388170055453,0.3370730652224597,0.1503305088267869,0.02284129918141,0.1452145214521452,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5620031796502384,4,2,0
"I, the Jury",8,1982,1982-04-22,0.5405405405405405,0.0006104255687062,Richard T. Heffron,Mickey Spillane,Armand Assante,0.7190388170055453,0.1003196859495765,0.0005321876144217,0.0003960918933192,0.1584158415841584,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5405405405405405,4,2,0
Paranoia,6,2013,2013-08-16,0.5135135135135135,0.0149856352071801,Robert Luketic,Jason Hall,Liam Hemsworth,0.7190388170055453,0.0983070082051253,0.0059903347427568,0.0021124900977026,0.1419141914191419,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5135135135135135,8,3,0
Husbands and Wives,8,1992,1992-09-18,0.7567567567567567,0.0116522532620267,Woody Allen,Woody Allen,Woody Allen,0.7190388170055453,0.0561718216726545,0.0037072000076435,0.0014523369421705,0.1485148514851485,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6914414414414414,9,3,0
Loverboy,6,1989,1989-04-28,0.5675675675675674,0.0031104620275712,Joan Micklin Silver,Robin Schiff,Patrick Dempsey,0.7190388170055453,0.1003196859495765,0.0013908240269465,0.0001320306311064,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5900900900900901,4,2,0
Ernest Goes to Camp,2,1987,1987-05-22,0.4864864864864864,0.0045688166285758,John R. Cherry III,John R. Cherry III,Jim Varney,0.7190388170055453,0.0098231164869366,0.0082567765044602,0.0001320306311064,0.0957095709570957,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,5,2,0
Barnyard,2,2006,2006-08-04,0.4999999999999999,0.0120689260051709,Steve Oedekerk,Steve Oedekerk,Kevin James,0.7190388170055453,0.1432512071730941,0.04100621279182,0.0002640612622128,0.0891089108910891,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4999999999999999,8,3,0
Rhinestone,2,1984,1984-06-22,0.2702702702702702,0.0029021256559991,Bob Clark,Phil Alden Robinson,Sylvester Stallone,0.7190388170055453,0.0786439211566389,0.0075283318680588,0.03168735146554,0.1584158415841584,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6846846846846848,6,2,0
Clockwatchers,6,1997,1998-05-15,0.635135135135135,0.0019854456210819,Jill Sprecher,Jill Sprecher,Toni Collette,0.1066807499339846,0.1003196859495765,0.0001888277374051,0.0011882756799577,0.1089108910891089,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,5,2,0
A Dog's Way Home,2,2019,2019-01-11,0.6486486486486487,0.0066521803442966,Charles Martin Smith,W. Bruce Cameron,Ashley Judd,0.0046210720887245,0.0505537968016584,0.0283459272590665,0.000660153155532,0.1089108910891089,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5698198198198198,1,1,0
Tootsie,2,1982,1982-12-17,0.7432432432432432,0.041652690768407,Sydney Pollack,Don McGuire,Dustin Hoffman,0.7190388170055453,0.0589808341081525,0.0622354716090425,0.0438341695273303,0.1749174917491749,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,12,4,0
Thoroughbreds,8,2017,2018-03-09,0.6486486486486487,0.0158189806934684,Cory Finley,Cory Finley,Olivia Cooke,0.7190388170055453,0.0168456475756818,0.0011193083135937,0.0001320306311064,0.0957095709570957,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3513513513513513,3,1,0
Hellboy,6,2004,2004-04-02,0.6621621621621622,0.1299873123149712,Guillermo del Toro,Guillermo del Toro,Ron Perlman,0.7190388170055453,0.1853863937055649,0.034903439920458,0.0042249801954053,0.1947194719471947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,4,2,0
An American Tail,0,1986,1986-11-21,0.6756756756756757,0.0208190536111984,Don Bluth,Judy Freudberg,Dom DeLuise,0.7190388170055453,0.1003196859495765,0.0296924453129091,0.049775547927119,0.0561056105610561,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5945945945945946,11,4,0
The King's Speech,8,2010,2010-12-25,0.8243243243243242,0.2712393722408451,Tom Hooper,David Seidler,Colin Firth,0.1066807499339846,0.0421267594951642,0.1501008426776925,0.0039609189331925,0.1815181518151815,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486486,12,4,0
The Bourne Supremacy,6,2004,2004-07-23,0.7837837837837839,0.1845714416668576,Paul Greengrass,Robert Ludlum,Matt Damon,0.7190388170055453,0.2106675056250474,0.102146063539112,0.049775547927119,0.1485148514851485,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6544401544401544,7,3,0
Kin,6,2018,2018-08-31,0.527027027027027,0.0066521803442966,Jonathan Baker,Jonathan Baker,Myles Truitt,0.7190388170055453,0.084261946027635,0.0036219948623798,0.007921837866385,0.1287128712871287,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.527027027027027,8,3,0
Murphy's Law,8,1986,1986-04-18,0.554054054054054,0.0021104474440252,J. Lee Thompson,Gail Morgan Hickman,Charles Bronson,0.7190388170055453,0.0168456475756818,0.0034936645341949,0.0005281225244256,0.1221122112211221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5608108108108107,4,2,0
Defiance,8,2008,2009-01-16,0.7162162162162162,0.058736273237318,Edward Zwick,Clayton Frohman,Daniel Craig,0.7190388170055453,0.0898799708986311,0.0180042201862597,0.0013203063110641,0.2442244224422442,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,1,1,0
Midnight in Paris,6,2011,2011-06-10,0.7837837837837839,0.1658211682253699,Woody Allen,Woody Allen,Owen Wilson,0.0062054396620015,0.0477447843661603,0.0532632047409671,0.0002640612622128,0.1023102310231023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6119691119691119,6,2,0
The Mod Squad,8,1999,1999-03-26,0.3243243243243243,0.0036521365936586,Scott Silver,Buddy Ruskin,Claire Danes,0.7190388170055453,0.1404421947375961,0.0046584258942828,0.016503828888302,0.0957095709570957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,3,1,0
American Hustle,8,2013,2013-12-20,0.7162162162162162,0.1908215328140202,David O. Russell,Eric Warren Singer,Christian Bale,0.7190388170055453,0.1123520703826155,0.0882155975812604,0.0438341695273303,0.2475247524752475,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7666666666666667,12,4,0
The Last Exorcism,6,2010,2010-08-27,0.5135135135135135,0.0204023808680543,Daniel Stamm,Huck Botko,Patrick Fabian,0.0349881172432004,0.00504779534659,0.0243857469937227,0.0002640612622128,0.0792079207920792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5135135135135135,8,3,0
Little Black Book,6,2004,2004-08-06,0.4594594594594594,0.007485525830585,Nick Hurran,Melissa Carter,Brittany Murphy,0.7190388170055453,0.0983070082051253,0.0077391278520884,0.0042249801954053,0.1452145214521452,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,8,3,0
Hugo,2,2011,2011-11-23,0.7567567567567567,0.1291539668286829,Martin Scorsese,John Logan,Asa Butterfield,0.1066807499339846,0.4213434382874013,0.0652455066812013,0.0422498019540533,0.2079207920792079,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7972972972972973,11,4,0
The Fiendish Plot of Dr. Fu Manchu,2,1980,1980-08-08,0.4324324324324324,0.0008187619402782,Piers Haggard,Rudy Dochtermann,Peter Sellers,0.7190388170055453,0.1003196859495765,0.0037569522964425,0.0001320306311064,0.1221122112211221,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4324324324324324,8,3,0
The Incredible Shrinking Woman,2,1981,1981-01-30,0.4864864864864864,0.0018604437981387,Joel Schumacher,Richard Matheson,Lily Tomlin,0.7190388170055453,0.1003196859495765,0.0071155259342697,0.0001320306311064,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,1,1,0
Best Friends,2,1982,1982-12-17,0.4864864864864864,0.0011104328604792,Norman Jewison,Valerie Curtin,Burt Reynolds,0.7190388170055453,0.0421267594951642,0.0129321089118409,0.0439662001584367,0.1749174917491749,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.518918918918919,12,4,0
Lakshya,5,2004,2004-06-18,0.8108108108108107,0.0091522168031617,Farhan Akhtar,Javed Akhtar,Hrithik Roshan,0.0080538684974914,0.1003196859495765,0.0020577544820932,0.0003960918933192,0.4059405940594059,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6756756756756757,6,2,0
Peter Pan 2: Return to Never Land,0,2002,2002-02-15,0.527027027027027,0.0079021985737292,Robin Budd,Temple Mathews,Blayne Weaver,0.7190388170055453,0.0561718216726545,0.0404326413263413,0.000660153155532,0.0297029702970297,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.527027027027027,2,1,1
Police Academy 3: Back in Training,2,1986,1986-03-21,0.472972972972973,0.0179023444091893,Jerry Paris,Neal Israel,Steve Guttenberg,0.0246897280168999,0.1003196859495765,0.0153056165931554,0.0001320306311064,0.066006600660066,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4999999999999999,3,1,1
D.C. Cab,8,1983,1983-12-16,0.4864864864864864,0.0018187765238243,Joel Schumacher,Topper Carew,Max Gail,0.7190388170055453,0.0224636724466779,0.0056666401851697,0.000660153155532,0.1221122112211221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,12,4,0
The World's End,8,2013,2013-08-23,0.6891891891891891,0.1108203661303394,Edgar Wright,Simon Pegg,Simon Pegg,0.1066807499339846,0.0561718216726545,0.016187910604113,0.049775547927119,0.1518151815181518,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7263513513513513,8,3,0
The Real Blonde,8,1997,1998-02-27,0.554054054054054,0.0016104401522522,Tom DiCillo,Tom DiCillo,Matthew Modine,0.7190388170055453,0.1003196859495765,2.9213844921256383e-05,0.001584367573277,0.1386138613861386,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6638513513513513,2,1,0
The Entity,8,1982,1983-02-04,0.6486486486486487,0.0062355076011525,Sidney J. Furie,Frank De Felitta,Barbara Hershey,0.7190388170055453,0.0252726848821759,0.0046631901473557,0.0003960918933192,0.2046204620462046,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,2,1,0
Annabelle: Creation,8,2017,2017-08-11,0.6216216216216215,0.0499861456312904,David F. Sandberg,Gary Dauberman,Anthony LaPaglia,0.7190388170055453,0.0421267594951642,0.1076533557027582,0.02284129918141,0.1518151815181518,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7027027027027026,8,3,0
Amityville: The Awakening,6,2017,2017-10-12,0.3918918918918919,0.0054021621148641,Franck Khalfoun,Franck Khalfoun,Jennifer Jason Leigh,0.7190388170055453,0.1003196859495765,0.0029789095553262,0.0073937153419593,0.0792079207920792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6036036036036035,10,4,0
What If,6,2013,2014-08-15,0.6621621621621622,0.0304025267035144,Michael Dowse,Elan Mastai,Daniel Radcliffe,0.0246897280168999,0.030890709753172,0.0029944652894106,0.0002640612622128,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7627627627627628,8,3,0
House Party 2,8,1991,1991-10-23,0.4594594594594594,0.0025271201871693,George Jackson,Reginald Hudlin,Christopher Reid,0.7190388170055453,0.0140366351401837,0.0068270636691275,0.000660153155532,0.1023102310231023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,10,4,1
In the Company of Men,8,1997,1997-08-01,0.7162162162162162,0.0054021621148641,Neil LaBute,Neil LaBute,Aaron Eckhart,0.0246897280168999,6.179827358095714e-05,0.0009848689240044,0.0007921837866385,0.1122112211221122,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,8,3,0
Alice,6,1990,1991-01-10,0.635135135135135,0.0058188348580083,Woody Allen,Woody Allen,Mia Farrow,0.7190388170055453,0.0336997221886701,0.0025748875485076,0.0014523369421705,0.1419141914191419,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7837837837837838,1,1,0
Star Wars: Episode I - The Phantom Menace,2,1999,1999-05-19,0.6216216216216215,0.3116566283258297,George Lucas,George Lucas,Ewan McGregor,0.7190388170055453,0.3230280030449695,0.3607283797175264,0.0013203063110641,0.2409240924092409,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027026,5,2,0
Ratatouille,0,2007,2007-06-29,0.8243243243243242,0.2749894269291427,Brad Bird,Brad Bird,Brad Garrett,0.7190388170055453,0.4213434382874013,0.2190628415039168,0.0162397676260892,0.1584158415841584,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8243243243243242,6,2,0
Tempest,2,1982,1982-09-24,0.6216216216216215,0.0009020964889071,Paul Mazursky,Paul Mazursky,John Cassavetes,0.7190388170055453,0.0365087346241681,0.001757816566018,0.0438341695273303,0.2541254125412541,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,9,3,0
The Magic of Belle Isle,2,2012,2012-07-06,0.6891891891891891,0.007485525830585,Rob Reiner,Guy Thomas,Morgan Freeman,0.7190388170055453,0.1003196859495765,4.3379463733805634e-05,0.0005281225244256,0.1518151815181518,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6734234234234234,7,3,0
Cowboys & Aliens,6,2011,2011-07-29,0.554054054054054,0.08790336525741,Jon Favreau,Roberto Orci,Daniel Craig,0.7190388170055453,0.4578605999488759,0.0614003926982219,0.049775547927119,0.1848184818481848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7405405405405405,7,3,0
Beach Rats,8,2017,2017-11-22,0.6081081081081081,0.0054021621148641,Eliza Hittman,Eliza Hittman,Harris Dickinson,0.7190388170055453,0.1003196859495765,0.0001708015458112,0.0003960918933192,0.1155115511551155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,11,4,0
The Darjeeling Limited,8,2007,2007-10-26,0.7162162162162162,0.0774865466788057,Wes Anderson,Wes Anderson,Owen Wilson,0.7190388170055453,0.0449357719306623,0.0124013560171982,0.0075257459730657,0.0924092409240924,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5878378378378377,10,4,0
88 Minutes,8,2007,2008-04-18,0.5405405405405405,0.0312358721898027,Jon Avnet,Gary Scott Thompson,Al Pacino,0.7190388170055453,0.084261946027635,0.0114472290815076,0.0019804594665962,0.1485148514851485,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6959459459459459,4,2,0
The Purge,8,2013,2013-06-07,0.5135135135135135,0.0870700197711216,James DeMonaco,James DeMonaco,Ethan Hawke,0.7190388170055453,0.0084186102691876,0.0313735874334708,0.049775547927119,0.0726072607260726,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6837837837837838,6,2,0
Dracula,8,1992,1992-11-13,0.7432432432432432,0.0829032923396799,Francis Ford Coppola,Bram Stoker,Gary Oldman,0.1066807499339846,0.1123520703826155,0.0758144505379344,0.0009242144177449,0.2145214521452145,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.654054054054054,11,4,0
Robot & Frank,6,2012,2012-09-19,0.7027027027027025,0.0262357992720727,Jake Schreier,Christopher Ford,Peter Sarsgaard,0.7190388170055453,0.0070141040514386,0.0016879869807268,0.0001320306311064,0.0858085808580858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,9,3,0
