name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,star_avg_score,release_month,release_quarter,is_sequel
The Garbage Pail Kids Movie,2,1987,1987-08-22,0.0945945945945946,0.0031521293018856,Rod Amateau,Linda Palmer,Anthony Newley,0.7190388170055453,0.0028005853981915,0.0005536248215588,0.0014523369421705,0.1221122112211221,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0945945945945946,8,3,0
Harry and the Hendersons,2,1987,1987-06-05,0.554054054054054,0.0133189442346034,William Dear,William Dear,John Lithgow,0.7190388170055453,0.028081697317674,0.0175602339458497,0.0014523369421705,0.1551155115511551,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,6,2,0
War of the Buttons,2,1994,1995-09-29,0.7432432432432432,0.001693774700881,John Roberts,Louis Pergaud,Gregg Fitzgerald,0.1066807499339846,0.1003196859495765,4.356139392855684e-06,0.0007921837866385,0.1023102310231023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,9,3,0
Savior,8,1998,1998-11-20,0.7297297297297297,0.0045688166285758,Predrag Antonijevic,Robert Orr,Dennis Quaid,0.7190388170055453,0.028081697317674,4.923705405824707e-06,0.0005281225244256,0.132013201320132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5735735735735736,11,4,0
Amélie,8,2001,2002-02-08,0.8648648648648649,0.2987397732883604,Jean-Pierre Jeunet,Guillaume Laurant,Audrey Tautou,0.0349881172432004,0.028081697317674,0.0611105627956698,0.0001320306311064,0.1947194719471947,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8648648648648649,2,1,0
Veer-Zaara,5,2004,2004-11-12,0.7972972972972973,0.0208190536111984,Yash Chopra,Aditya Chopra,Shah Rukh Khan,0.0080538684974914,0.0196546600111798,0.0024187977633097,0.0002640612622128,0.4257425742574257,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7837837837837837,11,4,0
A Home of Our Own,2,1993,1993-11-05,0.7027027027027025,0.0012354346834224,Tony Bill,Patrick Sheane Duncan,Kathy Bates,0.7190388170055453,0.0336997221886701,0.0005891651309551,0.0013203063110641,0.1353135313531353,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7837837837837839,11,4,0
Blade Runner 2049,8,2017,2017-10-06,0.8243243243243242,0.202488369622057,Denis Villeneuve,Hampton Fancher,Harrison Ford,0.7190388170055453,0.4213434382874013,0.0910824876581593,0.0034327964087668,0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6559684684684685,10,4,0
The Call of the Wild,2,2020,2020-02-21,0.6621621621621622,0.0174856716660451,Chris Sanders,Michael Green,Harrison Ford,0.0246897280168999,0.3792082517549305,0.0390219855033005,0.0001320306311064,0.1221122112211221,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6627027027027026,2,1,0
Seraphim Falls,8,2006,2007-04-13,0.6486486486486487,0.012485598748315,David Von Ancken,David Von Ancken,Pierce Brosnan,0.7190388170055453,0.0505537968016584,0.0004283960870995,0.000660153155532,0.1716171617161716,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5995085995085995,4,2,0
Fear of a Black Hat,8,1993,1994-06-03,0.7162162162162162,0.0016104401522522,Rusty Cundieff,Rusty Cundieff,Larry B. Scott,0.7190388170055453,0.0028005825891791,8.20143425238003e-05,0.0018484288354898,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,6,2,0
10 Years,6,2011,2012-10-05,0.5675675675675674,0.0104022350325942,Jamie Linden,Jamie Linden,Channing Tatum,0.7190388170055453,0.1003196859495765,0.0001003337999721,0.0003960918933192,0.1221122112211221,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.572072072072072,10,4,0
Old Gringo,8,1989,1989-10-06,0.527027027027027,0.0007354273916494,Luis Puenzo,Carlos Fuentes,Jane Fonda,0.7190388170055453,0.0954979957696272,0.0012552294859855,0.0438341695273303,0.1848184818481848,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5844594594594594,10,4,0
Pet Sematary,8,2019,2019-04-05,0.5135135135135135,0.0358192723643886,Kevin Kölsch,Stephen King,Jason Clarke,0.7190388170055453,0.0589808341081525,0.03972888932367,0.0422498019540533,0.1254125412541254,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7027027027027025,4,2,0
What's the Worst That Could Happen?,6,2001,2001-06-01,0.4864864864864864,0.0062355076011525,Sam Weisman,Donald E. Westlake,Martin Lawrence,0.7190388170055453,0.1685323190925766,0.0135091324852043,0.016503828888302,0.1023102310231023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5216216216216216,6,2,0
U-571,6,2000,2000-04-21,0.635135135135135,0.0329025631623794,Jonathan Mostow,Jonathan Mostow,Matthew McConaughey,0.0349881172432004,0.1741503439635727,0.0448384546866959,0.049775547927119,0.1749174917491749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6306306306306305,4,2,0
District 9,8,2009,2009-08-14,0.8108108108108107,0.2699893540114126,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,0.0009242144177449,0.084261946027635,0.074067589822293,0.0124108793240031,0.1617161716171617,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8108108108108107,8,3,0
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",0,1980,1980-05-30,0.7297297297297297,0.001193767409108,Bill Melendez,Charles M. Schulz,Scott Beach,0.7190388170055453,0.1003196859495765,0.0007069582589412,0.0001320306311064,0.0396039603960396,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,5,2,0
I Am Love,8,2009,2010-07-23,0.6891891891891891,0.0087355440600175,Luca Guadagnino,Barbara Alberti,Tilda Swinton,0.0076577766041721,0.1003196859495765,0.0042196404691698,0.0001320306311064,0.1881188118811881,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.625,7,3,0
Reindeer Games,8,2000,2000-02-25,0.527027027027027,0.0158189806934684,John Frankenheimer,Ehren Kruger,Ben Affleck,0.7190388170055453,0.1179700952536116,0.0112981674915359,0.0073937153419593,0.1353135313531353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6666666666666666,2,1,0
Little Women,2,1994,1994-12-25,0.7297297297297297,0.0224857445837751,Gillian Armstrong,Louisa May Alcott,Susan Sarandon,0.7190388170055453,0.0505537968016584,0.0175900884098351,0.0438341695273303,0.1716171617161716,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6396396396396395,12,4,0
The Gallows,8,2015,2015-07-10,0.3243243243243243,0.0083188713168733,Travis Cluff,Chris Lofing,Reese Mishler,0.7190388170055453,0.0002724742062433,0.0150897051394606,0.02284129918141,0.0594059405940594,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3243243243243243,7,3,0
War of the Worlds,6,2005,2005-06-29,0.6216216216216215,0.1766546595471184,Steven Spielberg,Josh Friedman,Tom Cruise,0.7190388170055453,0.3707812144484363,0.2120901504406559,0.0422498019540533,0.1749174917491749,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6635846372688478,6,2,0
The Man from Nowhere,8,2010,2010-08-05,0.7972972972972973,0.027069144758361,Jeong-beom Lee,Jeong-beom Lee,Won Bin,0.0040929495642989,0.1003196859495765,0.0157074326085585,0.0001320306311064,0.1848184818481848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7972972972972973,8,3,0
Boardinghouse,8,1982,1983-10-21,0.2567567567567567,0.0002566704097768,John Wintergate,John Wintergate,John Wintergate,0.7190388170055453,1.9663087048486364e-05,0.0277437378066639,0.0001320306311064,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2567567567567567,10,4,0
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",2,1982,1983-04-06,0.7162162162162162,0.0017354419751954,Robert Altman,Ed Graczyk,Cher,0.7190388170055453,0.0023792335328668,0.0002952498770027,0.0001320306311064,0.1518151815181518,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,4,2,0
Wonderstruck,2,2017,2017-10-20,0.5810810810810811,0.0040688093368028,Todd Haynes,Brian Selznick,Oakes Fegley,0.7190388170055453,0.1003196859495765,0.0011539596937952,0.0014523369421705,0.1749174917491749,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,10,4,0
Reign of Fire,6,2002,2002-07-12,0.5810810810810811,0.0537362003195879,Rob Bowman,Gregg Chabot,Matthew McConaughey,0.7190388170055453,0.1685323190925766,0.0288523987946086,0.017428043306047,0.1254125412541254,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6317567567567566,7,3,0
3 Ninjas: Knuckle Up,6,1993,1995-04-07,0.3243243243243243,0.0022354492669684,Sang-ok Shin,Alex S. Kim,Victor Wong,0.7190388170055453,0.1003196859495765,0.0001451121593925,0.0001320306311064,0.0726072607260726,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4594594594594594,4,2,1
Made in America,6,1993,1993-05-28,0.4324324324324324,0.0066521803442966,Richard Benjamin,Marcia Brandwynne,Whoopi Goldberg,0.7190388170055453,0.0617898465436506,0.036857507186557,0.0023765513599155,0.1584158415841584,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5270270270270271,5,2,0
Every Day,6,2018,2018-02-23,0.6216216216216215,0.0083188713168733,Michael Sucsy,Jesse Andrews,Angourie Rice,0.0246897280168999,0.0137557338966339,0.0036602170616739,0.0001320306311064,0.1122112211221122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,2,1,0
The Big Bounce,6,2004,2004-01-30,0.4054054054054054,0.007485525830585,George Armitage,Elmore Leonard,Owen Wilson,0.7190388170055453,0.1404421947375961,0.002391167202786,0.0002640612622128,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675674,1,1,0
Dan in Real Life,6,2007,2007-10-26,0.6486486486486487,0.0412360180252628,Peter Hedges,Pierce Gardner,Steve Carell,0.7190388170055453,0.0702168838501448,0.0240492035283272,0.017428043306047,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6576576576576576,10,4,0
Upgrade,8,2018,2018-06-01,0.7567567567567567,0.0699864373022106,Leigh Whannell,Leigh Whannell,Logan Marshall-Green,0.7190388170055453,0.0140366351401837,0.0058675546903782,0.0001320306311064,0.1221122112211221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.635135135135135,6,2,0
"Everything, Everything",6,2017,2017-05-19,0.6081081081081081,0.0145689624640359,Stella Meghie,J. Mills Goodloe,Amandla Stenberg,0.7190388170055453,0.028081697317674,0.0216422582713539,0.0002640612622128,0.1089108910891089,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,5,2,0
Lorenzo's Oil,6,1992,1993-01-29,0.7297297297297297,0.0087355440600175,George Miller,George Miller,Nick Nolte,0.7190388170055453,0.084261946027635,0.0025589918367619,0.049775547927119,0.2178217821782178,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6231231231231231,1,1,0
Steve Jobs,8,2015,2015-10-23,0.7162162162162162,0.0666530553570572,Danny Boyle,Aaron Sorkin,Michael Fassbender,0.1066807499339846,0.084261946027635,0.0120964487375602,0.049775547927119,0.1947194719471947,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6135135135135135,10,4,0
Tape,8,2001,2002-07-12,0.7162162162162162,0.0079021985737292,Richard Linklater,Stephen Belber,Ethan Hawke,0.7190388170055453,0.0002724742062433,0.0001810841139806,0.0002640612622128,0.0759075907590759,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6837837837837837,7,3,0
Mulholland Dr.,8,2001,2001-10-19,0.8108108108108107,0.1379040944347105,David Lynch,David Lynch,Naomi Watts,0.0349881172432004,0.0421267594951642,0.0071168201674119,0.0005281225244256,0.2772277227722772,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8108108108108107,10,4,0
Pokémon Detective Pikachu,2,2019,2019-05-10,0.635135135135135,0.0608196369530389,Rob Letterman,Dan Hernandez,Ryan Reynolds,0.7190388170055453,0.4213434382874013,0.1524002517360378,0.0439662001584367,0.1353135313531353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6342342342342342,5,2,0
Alice in Wonderland,2,2010,2010-03-05,0.6081081081081081,0.1633211317665049,Tim Burton,Linda Woolverton,Mia Wasikowska,0.7190388170055453,0.5617940600623039,0.360161343690395,0.0162397676260892,0.1485148514851485,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,3,1,0
Close-Up,5,1990,1991-10-30,0.8648648648648649,0.0070688530874408,Abbas Kiarostami,Abbas Kiarostami,Hossain Sabzian,0.0013203063110641,0.1003196859495765,0.0277437378066639,0.0002640612622128,0.1155115511551155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8648648648648649,10,4,0
Sicario: Day of the Soldado,8,2018,2018-06-29,0.7027027027027025,0.0549862185490205,Stefano Sollima,Taylor Sheridan,Benicio Del Toro,0.7190388170055453,0.0983070082051253,0.0266353651294439,0.0438341695273303,0.1947194719471947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,6,2,0
Murder in the First,8,1995,1995-01-20,0.7297297297297297,0.0112355805188825,Marc Rocco,Dan Gordon,Christian Slater,0.7190388170055453,0.1003196859495765,0.0061047179088494,0.0439662001584367,0.1947194719471947,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6463963963963963,1,1,0
The Adventures of Rocky & Bullwinkle,2,2000,2000-06-30,0.3108108108108108,0.0083188713168733,Des McAnuff,Jay Ward,Robert De Niro,0.7190388170055453,0.2134765180605454,0.0123398232214642,0.0005281225244256,0.0957095709570957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7032657657657656,6,2,0
Dead Presidents,8,1995,1995-10-06,0.6756756756756757,0.0087355440600175,Albert Hughes,Allen Hughes,Larenz Tate,0.7190388170055453,0.028081697317674,0.0084807813933052,0.0019804594665962,0.1848184818481848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,10,4,0
We're No Angels,6,1989,1989-12-15,0.5675675675675674,0.0091522168031617,Neil Jordan,David Mamet,Robert De Niro,0.7190388170055453,0.0561718216726545,0.0037071048279471,0.0422498019540533,0.1419141914191419,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.749034749034749,12,4,0
Intimacy,4,2001,2001-03-28,0.5675675675675674,0.00498548937172,Patrice Chéreau,Hanif Kureishi,Mark Rylance,0.0349881172432004,0.1003196859495765,0.0009385272995322,0.0001320306311064,0.1848184818481848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621622,3,1,0
Naked Gun 33 1/3: the Final Insult,6,1994,1994-03-18,0.6216216216216215,0.041652690768407,Peter Segal,Pat Proft,Leslie Nielsen,0.7190388170055453,0.084261946027635,0.0179585082931372,0.0422498019540533,0.066006600660066,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5777027027027026,3,1,1
"No Retreat, No Surrender 2",8,1987,1989-01-27,0.4324324324324324,0.0006520928430206,Corey Yuen,Maria Elena Cellino,Loren Avedon,0.0056773171375759,0.1003196859495765,0.0277437378066639,0.0002640612622128,0.0957095709570957,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4324324324324324,1,1,1
Extremely Loud & Incredibly Close,6,2011,2012-01-20,0.6756756756756757,0.0412360180252628,Stephen Daldry,Eric Roth,Thomas Horn,0.7190388170055453,0.1123520703826155,0.0194038639642691,0.0439662001584367,0.2178217821782178,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6756756756756757,1,1,0
Madagascar 3: Europe's Most Wanted,2,2012,2012-06-08,0.6621621621621622,0.0699864373022106,Eric Darnell,Eric Darnell,Ben Stiller,0.7190388170055453,0.407298376109911,0.2623310359579361,0.0036968576709796,0.099009900990099,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5714285714285714,6,2,1
Saved!,6,2004,2004-06-11,0.6486486486486487,0.0187356898954776,Brian Dannelly,Brian Dannelly,Jena Malone,0.7190388170055453,0.0140366351401837,0.0036088207280069,0.005413255875363,0.0957095709570957,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,6,2,0
The Golden Compass,6,2007,2007-12-07,0.5675675675675674,0.075819855706229,Chris Weitz,Chris Weitz,Nicole Kidman,0.1066807499339846,0.5056138113523428,0.1307349519001536,0.02284129918141,0.165016501650165,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6238738738738738,12,4,0
Capote,8,2005,2006-02-03,0.7297297297297297,0.0533195275764438,Bennett Miller,Dan Futterman,Philip Seymour Hoffman,0.7190388170055453,0.0196546600111798,0.0173244945594432,0.005413255875363,0.1683168316831683,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6824324324324323,2,1,0
Chicken Little,0,2005,2005-11-04,0.5135135135135135,0.0366526178506769,Mark Dindal,Mark Dindal,Zach Braff,0.7190388170055453,0.4213434382874013,0.1104339209558976,0.0162397676260892,0.0594059405940594,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,11,4,0
The Love Witch,4,2016,2017-03-10,0.5810810810810811,0.0058188348580083,Anna Biller,Anna Biller,Samantha Robinson,0.7190388170055453,0.1003196859495765,8.636732096732633e-05,0.0001320306311064,0.1881188118811881,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,3,1,0
The Great Wall,6,2016,2017-02-17,0.5405405405405405,0.0533195275764438,Yimou Zhang,Carlo Bernard,Matt Damon,0.7190388170055453,0.4213434382874013,0.1176342102049581,0.0001320306311064,0.132013201320132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.667953667953668,2,1,0
Bloodhounds of Broadway,2,1989,1989-11-03,0.4864864864864864,0.0004854237457629,Howard Brookner,Howard Brookner,Josef Sommer,0.7190388170055453,0.0112276227046857,1.522945387027398e-05,0.0002640612622128,0.099009900990099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,11,4,0
Lovelines,8,1984,1984-11-02,0.4594594594594594,8.58345850876992e-05,Rod Amateau,Chip Hand,Greg Bradford,0.7190388170055453,0.1003196859495765,0.0277437378066639,0.0005281225244256,0.099009900990099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4594594594594594,11,4,0
Forever Young,5,1983,1986-01-29,0.6486486486486487,6.666763890306734e-06,David Drury,Ray Connolly,James Aubrey,0.1066807499339846,0.1003196859495765,0.0277437378066639,0.0025085819910219,0.0693069306930693,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,1,1,0
The Muppets,2,2011,2011-11-23,0.7027027027027025,0.0370692905938211,James Bobin,Jason Segel,Amy Adams,0.7190388170055453,0.1263971325601058,0.0580153362756943,0.0162397676260892,0.132013201320132,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6655405405405405,11,4,0
Dogfight,8,1991,1991-10-04,0.7432432432432432,0.0036104693193442,Nancy Savoca,Bob Comfort,River Phoenix,0.7190388170055453,0.1003196859495765,0.0001384924290631,0.0439662001584367,0.1023102310231023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6531531531531531,10,4,0
Face/Off,8,1997,1997-06-27,0.7162162162162162,0.1487375857564589,John Woo,Mike Werb,John Travolta,0.7190388170055453,0.2247125678025376,0.0862854302530429,0.000660153155532,0.2475247524752475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5099099099099099,6,2,0
Winchester,6,2018,2018-02-02,0.4864864864864864,0.0133189442346034,Michael Spierig,Tom Vaughan,Helen Mirren,0.0120147874306839,0.0098231164869366,0.0154603011607679,0.0025085819910219,0.1188118811881188,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6337837837837837,2,1,0
A Thousand Acres,8,1997,1997-09-19,0.5675675675675674,0.0021521147183396,Jocelyn Moorhouse,Jane Smiley,Michelle Pfeiffer,0.7190388170055453,0.0786439211566389,0.0027874202985855,0.017428043306047,0.1386138613861386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5594594594594594,9,3,0
Gotti,8,2018,2018-06-14,0.3783783783783784,0.0058188348580083,Kevin Connolly,Leo Rossi,John Travolta,0.0246897280168999,0.028081697317674,0.0022520148377462,0.0003960918933192,0.1617161716171617,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5349487418452935,6,2,0
A Love Song for Bobby Long,8,2004,2005-01-21,0.7027027027027025,0.0104022350325942,Shainee Gabel,Ronald Everett Capps,Scarlett Johansson,0.7190388170055453,0.1003196859495765,0.0007162068454632,0.002244520728809,0.1848184818481848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.608108108108108,1,1,0
The Ring Two,6,2005,2005-03-18,0.472972972972973,0.0387359815663978,Hideo Nakata,Ehren Kruger,Naomi Watts,0.7190388170055453,0.1404421947375961,0.0575979898138014,0.0100343279640876,0.1551155115511551,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7432432432432431,3,1,0
T2 Trainspotting,8,2017,2017-03-31,0.7162162162162162,0.0487361274018579,Danny Boyle,John Hodge,Ewan McGregor,0.1066807499339846,0.0505537968016584,0.0146392122604637,0.0001320306311064,0.1782178217821782,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6373873873873873,3,1,0
Avalon,2,1990,1990-10-19,0.7162162162162162,0.0024437856385405,Barry Levinson,Barry Levinson,Aidan Quinn,0.7190388170055453,0.0561718216726545,0.0055419410853314,0.0124108793240031,0.2145214521452145,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5945945945945946,10,4,0
Valley Girl,8,1983,1983-04-29,0.6081081081081081,0.0058188348580083,Martha Coolidge,Andrew Lane,Nicolas Cage,0.7190388170055453,0.0009747273151178,0.0060912501574056,0.0014523369421705,0.1188118811881188,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,4,2,0
Buffalo '66,8,1998,1998-06-26,0.7567567567567567,0.0204023808680543,Vincent Gallo,Vincent Gallo,Vincent Gallo,0.7190388170055453,0.0042050916159405,0.0008340649485189,0.0001320306311064,0.1551155115511551,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,6,2,0
God's Not Dead,2,2014,2014-03-21,0.3783783783783784,0.0170689989229009,Harold Cronk,Hunter Dennis,Shane Harper,0.7190388170055453,0.0056095978336896,0.0227152983647432,0.0001320306311064,0.165016501650165,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3783783783783784,3,1,0
Just One of the Guys,6,1985,1985-04-26,0.6216216216216215,0.0062355076011525,Lisa Gottlieb,Dennis Feldman,Joyce Hyser,0.7190388170055453,0.1003196859495765,0.0040490324437008,0.0438341695273303,0.1221122112211221,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,4,2,0
We Own the Night,8,2007,2007-10-12,0.6621621621621622,0.0358192723643886,James Gray,James Gray,Joaquin Phoenix,0.7190388170055453,0.0589808341081525,0.0193286635748503,0.0438341695273303,0.1782178217821782,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6428571428571429,10,4,0
Crank,8,2006,2006-09-01,0.6756756756756757,0.0995702020654467,Mark Neveldine,Mark Neveldine,Jason Statham,0.7190388170055453,0.0336997221886701,0.015077985392996,0.001584367573277,0.0825082508250825,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6824324324324325,9,3,0
Talk to Her,8,2002,2003-02-14,0.8108108108108107,0.044152727227272,Pedro Almodóvar,Pedro Almodóvar,Rosario Flores,0.0062054396620015,0.1003196859495765,0.0227555642933873,0.0009242144177449,0.1617161716171617,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8108108108108107,2,1,0
Me Before You,6,2016,2016-06-03,0.7432432432432432,0.0916534199457075,Thea Sharrock,Jojo Moyes,Emilia Clarke,0.1066807499339846,0.0561718216726545,0.0731632899845354,0.016503828888302,0.1419141914191419,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,6,2,0
Light Sleeper,8,1992,1992-03-13,0.6621621621621622,0.0026104547357982,Paul Schrader,Paul Schrader,Willem Dafoe,0.7190388170055453,0.0140366351401837,0.0003707716296034,0.0033007657776604,0.132013201320132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6385135135135135,3,1,0
Phenomenon,2,1996,1996-07-03,0.6081081081081081,0.0316525449329469,Jon Turteltaub,Gerald Di Pego,John Travolta,0.7190388170055453,0.0898799708986311,0.0533975914480676,0.017428043306047,0.198019801980198,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5028957528957528,7,3,0
The Super,8,1991,1991-10-04,0.4999999999999999,0.0022354492669684,Rod Daniel,Sam Simon,Joe Pesci,0.7190388170055453,0.0617898465436506,0.0038635770880138,0.0011882756799577,0.1056105610561056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4999999999999999,10,4,0
The Devil's Own,8,1997,1997-03-26,0.5810810810810811,0.0258191265289285,Alan J. Pakula,Kevin Jarre,Harrison Ford,0.7190388170055453,0.2528026921575181,0.0494538382851734,0.0438341695273303,0.1584158415841584,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7191119691119691,3,1,0
Give My Regards to Broad Street,2,1984,1984-10-23,0.4459459459459459,0.0005687582943917,Peter Webb,Paul McCartney,Paul McCartney,0.1066807499339846,0.0252726848821759,0.0004893121464977,0.0001320306311064,0.1485148514851485,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4459459459459459,10,4,0
Night on Earth,8,1991,1991-12-12,0.7837837837837839,0.0237357628132076,Jim Jarmusch,Jim Jarmusch,Winona Ryder,0.0349881172432004,0.0098231164869366,0.0007106864230673,0.0001320306311064,0.2178217821782178,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6283783783783783,12,4,0
Exorcist: the Beginning,8,2004,2004-08-20,0.4324324324324324,0.0141522897208917,Renny Harlin,William Peter Blatty,Stellan Skarsgård,0.7190388170055453,0.2247125678025376,0.0274334268650981,0.004753102719831,0.1683168316831683,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7297297297297297,8,3,0
