name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,budget_revenue,budget_per_vote,director_popularity,star_popularity,release_month,release_quarter,release_season,country_avg_gross,budget_category
The Shining,8,1980,1980-06-13,0.8783783783783783,0.3862410493486363,Stanley Kubrick,Stephen King,Jack Nicholson,0.10668074993398469,0.0533628092371564,0.0165066400127364,0.04396620015843676,0.2739273927392739,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01567042225906047,0.038494610488003074,0.0327881164730901,0.536281711466399,6,2,Summer,0.02208202211336758,Medium-Low
The Blue Lagoon,8,1980,1980-07-02,0.527027027027027,0.027069144758361,Randal Kleiser,Henry De Vere Stacpoole,Brooke Shields,0.7190388170055453,0.0126321289224347,0.020670078802825,0.04383416952733034,0.1353135313531353,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02041222889581877,0.012299200094660291,0.0690719011710336,0.032608483586068396,7,3,Summer,0.03171982795491697,Low
Star Wars: Episode V - The Empire Strikes Back,2,1980,1980-06-20,0.9189189189189187,0.499992708226995,Irvin Kershner,Leigh Brackett,Mark Hamill,0.7190388170055453,0.0505537968016584,0.1890861478225385,0.0013203063110641669,0.2013201320132013,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17998711574618906,0.03370269503604017,0.2245988501897896,0.3559512117080253,6,2,Summer,0.03171982795491697,Medium-Low
Airplane!,2,1980,1980-07-02,0.7837837837837839,0.0920700926888517,Jim Abrahams,Jim Abrahams,Robert Hays,0.7190388170055453,0.0098231164869366,0.0293101590473309,0.04224980195405334,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.029025042672124312,0.008994950555555012,0.19471881904134508,0.0452011079447709,7,3,Summer,0.03171982795491697,Very Low
Caddyshack,8,1980,1980-07-25,0.7297297297297297,0.0449860727135604,Harold Ramis,Brian Doyle-Murray,Chevy Chase,0.7190388170055453,0.0168456475756818,0.0139945886247364,0.007921837866385001,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.013762746251706615,0.01612045176060383,0.2073339015938182,0.2260503756827957,7,3,Summer,0.03171982795491697,Low
Friday the 13th,8,1980,1980-05-09,0.6081081081081081,0.0512361638607229,Sean S. Cunningham,Victor Miller,Betsy Palmer,0.7190388170055453,0.0015365298022174,0.0139623669609197,0.04224980195405334,0.1056105610561056,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.013940946281487083,0.0014616409281187678,0.025346375650967746,0.0215916577944847,5,2,Spring,0.03171982795491697,Very Low
The Blues Brothers,8,1980,1980-06-20,0.8108108108108107,0.078319892165094,John Landis,Dan Aykroyd,John Belushi,0.7190388170055453,0.0758349087211409,0.0404705407575872,0.04977554792711909,0.231023102310231,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.037617798446134325,0.07032691251654138,0.2796417751195459,0.0564487272907099,6,2,Summer,0.03171982795491697,Medium-Low
Raging Bull,8,1980,1980-12-19,0.8513513513513512,0.1374874216915663,Martin Scorsese,Jake LaMotta,Robert De Niro,0.7190388170055453,0.0505537968016584,0.0082192121338431,0.00039609189331925006,0.2178217821782178,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.007823694663582148,0.044443389735667985,0.7354984795703766,0.8163002218732837,12,4,Winter,0.03171982795491697,Medium-Low
Superman II,2,1980,1981-06-19,0.6621621621621622,0.0420693635115512,Richard Lester,Jerry Siegel,Gene Hackman,0.7190388170055453,0.1516782444795883,0.0379965064583916,0.0002640612622128334,0.2112211221122112,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.032992293325434116,0.14555484480271544,0.0595673167383975,0.26554214709493484,6,2,Summer,0.03171982795491697,Medium
The Long Riders,8,1980,1980-05-16,0.6891891891891891,0.0041521438854316,Walter Hill,Bill Bryden,David Carradine,0.7190388170055453,0.028081697317674,0.005547423927552,0.005413255875363085,0.1221122112211221,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0053958979544384035,0.027965580204824,0.2014368652749154,0.0343047433170646,5,2,Spring,0.03171982795491697,Low
Any Which Way You Can,2,1980,1980-12-17,0.5675675675675674,0.007485525830585,Buddy Van Horn,Stanford Sherman,Clint Eastwood,0.7190388170055453,0.0421267594951642,0.024826459544277,0.0006601531555320834,0.1749174917491749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.023822878856218647,0.0418137615033569,0.0424035016625788,0.5962613628059187,12,4,Winter,0.03171982795491697,Low
The Gods Must Be Crazy,2,1980,1984-10-26,0.7297297297297297,0.0224857445837751,Jamie Uys,Jamie Uys,N!xau,0.0009242144177449168,0.0140366351401837,0.0105475519565364,0.0001320306311064167,0.1518151815181518,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.010401549205446874,0.013727951919659882,0.0127571029522046,0.0127571029522046,10,4,Fall,0.01893735958714906,Low
Popeye,2,1980,1980-12-12,0.4594594594594594,0.012485598748315,Robert Altman,Jules Feiffer,Robin Williams,0.7190388170055453,0.0561718216726545,0.0174985687414604,0.04224980195405334,0.1683168316831683,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.016567918573843408,0.055479131497867124,0.078606837741566,0.8835965552892976,12,4,Winter,0.03171982795491697,Medium-Low
Ordinary People,8,1980,1980-09-19,0.7837837837837839,0.0204023808680543,Robert Redford,Judith Guest,Donald Sutherland,0.7190388170055453,0.0168456475756818,0.0192349435345256,0.04224980195405334,0.2013201320132013,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.018916286439721403,0.016508828175558782,0.1628407310998474,0.10439135854979974,9,3,Fall,0.03171982795491697,Low
Dressed to Kill,8,1980,1980-07-25,0.7027027027027025,0.0154023079503242,Brian De Palma,Brian De Palma,Michael Caine,0.7190388170055453,0.0182501537934308,0.011203349548144,0.00039609189331925006,0.1353135313531353,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.011002551294892108,0.017973323135605516,0.3789445194296932,0.1153015086234057,7,3,Summer,0.03171982795491697,Low
Somewhere in Time,2,1980,1980-10-03,0.7162162162162162,0.0112355805188825,Jeannot Szwarc,Richard Matheson,Christopher Reeve,0.7190388170055453,0.0143175363837335,0.003410063043891,0.0005281225244256667,0.132013201320132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.003361928510127735,0.014158457890086231,0.016760898347615502,0.038843923959311896,10,4,Fall,0.03171982795491697,Low
Fame,8,1980,1980-05-16,0.635135135135135,0.0087355440600175,Alan Parker,Christopher Gore,Eddie Barth,0.7190388170055453,0.1003196859495765,0.0074466768201088,0.016503828888302086,0.2343234323432343,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0067677393353935255,0.0994509279863422,0.1125491239359738,0.0074466768201088,5,2,Spring,0.03171982795491697,Medium
9 to 5,2,1980,1980-12-19,0.6756756756756757,0.0120689260051709,Colin Higgins,Patricia Resnick,Jane Fonda,0.7190388170055453,0.028081697317674,0.0362808063812419,0.00039609189331925006,0.1518151815181518,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03528980865616095,0.027746822964437624,0.0607610692720872,0.0700041796249578,12,4,Winter,0.03171982795491697,Low
The Fog,8,1980,1980-02-08,0.6621621621621622,0.0274858175015052,John Carpenter,John Carpenter,Adrienne Barbeau,0.7190388170055453,0.0028005853981915,0.0075330595946062,0.00039609189331925006,0.0858085808580858,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.007512021536779397,0.0027256681800256555,0.0867059826199886,0.0076557427112053005,2,1,Winter,0.03171982795491697,Very Low
Stir Crazy,8,1980,1980-12-12,0.6621621621621622,0.0108189077757383,Sidney Poitier,Bruce Jay Friedman,Gene Wilder,0.7190388170055453,0.1003196859495765,0.035578132262292,0.04383416952733034,0.1584158415841584,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03233435947443588,0.09924595313548841,0.0479567431417637,0.0536116983509114,12,4,Winter,0.03171982795491697,Medium
Cruising,8,1980,1980-02-15,0.6216216216216215,0.0083188713168733,William Friedkin,William Friedkin,Al Pacino,0.0011882756799577502,0.030890709753172,0.0069590807178805,0.0018484288354898336,0.1287128712871287,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.006750551394091741,0.03063585402584845,0.0803470218297903,0.46214902751212716,2,1,Winter,0.0030274627906794523,Low
Heaven's Gate,8,1980,1981-04-24,0.6621621621621622,0.0058188348580083,Michael Cimino,Michael Cimino,Kris Kristofferson,0.7190388170055453,0.1235881201246077,0.001223713767519,0.0001320306311064167,0.5148514851485149,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0010891124119248325,0.1228731416051228,0.010663547909220104,0.004606391048850999,4,2,Spring,0.03171982795491697,Medium
The Final Countdown,2,1980,1980-08-01,0.6486486486486487,0.0091522168031617,Don Taylor,Thomas Hunter,Kirk Douglas,0.7190388170055453,0.0336997221886701,0.0058468750574304,0.0001320306311064167,0.132013201320132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.005656260645065002,0.033394092216757564,0.0058468750574304,0.0164299775086441,8,3,Summer,0.03171982795491697,Low
Xanadu,2,1980,1980-08-08,0.4594594594594594,0.00498548937172,Robert Greenwald,Richard Christian Danus,Olivia Newton-John,0.7190388170055453,0.0561718216726545,0.0079944840900348,0.04977554792711909,0.1089108910891089,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.00756930257557333,0.055893166883206495,0.0079944840900348,0.0079944840900348,8,3,Summer,0.03171982795491697,Medium-Low
Urban Cowboy,2,1980,1980-06-06,0.6081081081081081,0.0058188348580083,James Bridges,Aaron Latham,John Travolta,0.7190388170055453,0.1003196859495765,0.0164783723453145,0.04224980195405334,0.2277227722772277,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.014975986120882365,0.09973931932159398,0.0270485777720467,0.9475437886272821,6,2,Summer,0.03171982795491697,Medium
Altered States,8,1980,1980-12-25,0.6756756756756757,0.0137356169777475,Ken Russell,Paddy Chayefsky,William Hurt,0.7190388170055453,0.1003196859495765,0.0069729077638982,0.04396620015843676,0.1287128712871287,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0063371653283478034,0.09896040374773436,0.0092450494196758,0.0910151899932808,12,4,Winter,0.03171982795491697,Medium
Little Darlings,8,1980,1980-03-21,0.6216216216216215,0.0021104474440252,Ron Maxwell,Kimi Peck,Tatum O'Neal,0.7190388170055453,0.1003196859495765,0.0120558396703056,0.0001320306311064167,0.1089108910891089,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.010956669978962889,0.10010841240648781,0.0256186728212381,0.0125407932188943,3,1,Spring,0.03171982795491697,Medium
Raise the Titanic,2,1980,1980-08-01,0.4189189189189189,0.001693774700881,Jerry Jameson,Adam Kennedy,Jason Robards,0.10668074993398469,0.1011160206406233,0.0277437378066639,0.0001320306311064167,0.1716171617161716,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.025196016847091867,0.1009450424814888,0.0287275653734725,0.03695901178608777,8,3,Summer,0.02208202211336758,Medium
Brubaker,8,1980,1980-06-20,0.7162162162162162,0.0070688530874408,Stuart Rosenberg,W.D. Richter,Robert Redford,0.7190388170055453,0.0252726848821759,0.0130376512538751,0.031687351465540005,0.2244224422442244,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.012716276797497424,0.025095289964232017,0.0154385299466516,0.3887762378840041,6,2,Summer,0.03171982795491697,Low
American Gigolo,8,1980,1980-02-01,0.5810810810810811,0.0091522168031617,Paul Schrader,Paul Schrader,Richard Gere,0.7190388170055453,0.0134748326530841,0.0079878471500923,0.04224980195405334,0.1782178217821782,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.007881643325253217,0.013352626520278861,0.019843169892371375,0.5554092016894121,2,1,Winter,0.03171982795491697,Low
My Bodyguard,2,1980,1980-09-26,0.7027027027027025,0.003693803867973,Tony Bill,Alan Ormsby,Chris Makepeace,0.7190388170055453,0.1003196859495765,0.0078962772577449,0.031687351465540005,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.007176348254580584,0.09995048844873876,0.028385433155004802,0.0096315710061393,9,3,Fall,0.03171982795491697,Medium
Prom Night,8,1980,1980-07-18,0.472972972972973,0.0066521803442966,Paul Lynch,William Gray,Leslie Nielsen,0.02468972801689992,0.1003196859495765,0.0051965750591402,0.0001320306311064167,0.0957095709570957,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.004722786591476415,0.0996567512676176,0.033992283124611604,0.10599293852208409,7,3,Summer,0.012278920376867897,Medium
Smokey and the Bandit II,2,1980,1980-08-15,0.4594594594594594,0.0062355076011525,Hal Needham,Hal Needham,Burt Reynolds,0.7190388170055453,0.1003196859495765,0.0232267670099588,0.04977554792711909,0.1221122112211221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.021109107931586345,0.0996980181992751,0.09344930450683289,0.14463382592553758,8,3,Summer,0.03171982795491697,Medium
Cattle Annie and Little Britches,2,1980,1981-04-24,0.5675675675675674,0.000237086790849,Lamont Johnson,David Eyre,Scott Glenn,0.7190388170055453,0.0143175363837335,0.0001877277270383,0.0001320306311064167,0.1122112211221122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0001850778679303829,0.014314142689579474,0.005975059279512899,0.0786419699372825,4,2,Spring,0.03171982795491697,Low
Seems Like Old Times,2,1980,1980-12-19,0.6486486486486487,0.0037771384166019,Jay Sandrich,Neil Simon,Goldie Hawn,0.7190388170055453,0.1003196859495765,0.0154519878640309,0.0007921837866385001,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.014043180415058943,0.0999421904625411,0.0154519878640309,0.1450370306513465,12,4,Winter,0.03171982795491697,Medium
Private Benjamin,8,1980,1980-10-10,0.5810810810810811,0.00998556228945,Howard Zieff,Nancy Meyers,Goldie Hawn,0.7190388170055453,0.028081697317674,0.024531439011709,0.04396620015843676,0.1518151815181518,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02386137120786507,0.027804058162987994,0.0686677049607853,0.1450370306513465,10,4,Fall,0.03171982795491697,Low
The Hollywood Knights,8,1980,1980-05-30,0.5945945945945946,0.0017771092495098,Floyd Mutrux,Floyd Mutrux,Tony Danza,0.7190388170055453,0.0112276227046857,0.003512057395911,0.0022445207288090837,0.0924092409240924,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0034730631531973543,0.011207705387775303,0.0035553272800680443,0.0077496903398818,5,2,Spring,0.03171982795491697,Low
Motel Hell,8,1980,1980-10-24,0.554054054054054,0.0045688166285758,Kevin Connor,Robert Jaffe,Rory Calhoun,0.7190388170055453,0.0084186102691876,0.0022275417143862,0.0001320306311064167,0.1254125412541254,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0022089454634237455,0.008380322114159606,0.0022275417143862,0.0022275417143862,10,4,Fall,0.03171982795491697,Very Low
The Jazz Singer,2,1980,1980-12-19,0.5405405405405405,0.0016521074265666,Richard Fleischer,Samson Raphaelson,Laurence Olivier,0.7190388170055453,0.1003196859495765,0.0095241830209133,0.0010562450488513335,0.1716171617161716,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00865583261167769,0.10015422041822158,0.025439345843868,0.0257829459530339,12,4,Winter,0.03171982795491697,Medium
Coal Miner's Daughter,2,1980,1980-03-07,0.7567567567567567,0.0070688530874408,Michael Apted,Thomas Rickman,Sissy Spacek,0.7190388170055453,0.1003196859495765,0.0235956009776231,0.04977554792711909,0.2013201320132013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.021444314119727925,0.09961551848418258,0.4323237570010866,0.0288147610197235,3,1,Spring,0.03171982795491697,Medium
The Watcher in the Woods,2,1980,1981-10-09,0.5945945945945946,0.0023604510899117,John Hough,Brian Clemens,Bette Davis,0.7190388170055453,0.1003196859495765,0.001755974434992,0.0011882756799577502,0.0693069306930693,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0015958765960608922,0.10008344387539869,0.0294997122416559,0.029969601056956,10,4,Fall,0.03171982795491697,Medium
Breaker Morant,2,1980,1980-07-03,0.8108108108108107,0.0054021621148641,Bruce Beresford,Jonathan Hardy,Edward Woodward,0.012014787430683918,0.1003196859495765,0.0277437378066639,0.0001320306311064167,0.1452145214521452,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02521425196780065,0.09978065467708362,0.16789738025845238,0.0277437378066639,7,3,Summer,0.013277328171530128,Medium
The Stunt Man,8,1980,1980-06-27,0.7027027027027025,0.0037354711422874,Richard Rush,Lawrence B. Marcus,Peter O'Toole,0.7190388170055453,0.0098231164869366,0.0024808454425678,0.00039609189331925006,0.2244224422442244,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0024567128659110002,0.009786559077918743,0.009408852974887999,0.0164151895340302,6,2,Summer,0.03171982795491697,Very Low
Where the Buffalo Roam,8,1980,1980-04-25,0.635135135135135,0.0045688166285758,Art Linson,Hunter S. Thompson,Peter Boyle,0.7190388170055453,0.1003196859495765,0.0023387751700801,0.04977554792711909,0.1188118811881188,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0021255415130210413,0.09986342825796493,0.006209205196240601,0.0034194868874924,4,2,Spring,0.03171982795491697,Medium
The Awakening,8,1980,1980-10-31,0.3918918918918919,0.0008187619402782,Mike Newell,Allan Scott,Charlton Heston,0.10668074993398469,0.1003196859495765,0.002955418433558,0.0010562450488513335,0.1254125412541254,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0026859634261723418,0.10023761520526218,0.6393678181558555,0.002955418433558,10,4,Fall,0.02208202211336758,Medium
Cheech and Chong's Next Movie,8,1980,1980-07-18,0.5675675675675674,0.00498548937172,Tommy Chong,Tommy Chong,Cheech Marin,0.7190388170055453,0.1003196859495765,0.0146369110893518,0.04977554792711909,0.1188118811881188,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.013302416812364978,0.09982202430832378,0.0344158729692067,0.0693681079566904,7,3,Summer,0.03171982795491697,Medium
The Island,8,1980,1980-06-13,0.4594594594594594,0.0016104401522522,Michael Ritchie,Peter Benchley,Michael Caine,0.7190388170055453,0.0617898465436506,0.0055199022441719,0.04977554792711909,0.1518151815181518,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.005198676802326132,0.06169049768915956,0.0959358946045417,0.1153015086234057,6,2,Summer,0.03171982795491697,Medium-Low
The Boogey Man,8,1980,1980-11-07,0.3648648648648648,0.0016104401522522,Ulli Lommel,Ulli Lommel,Suzanna Love,0.7190388170055453,0.0008342766933429,0.0277437378066639,0.0001320306311064167,0.0627062706270627,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.027720611146858854,0.0008329353008901184,0.0277437378066639,0.0277437378066639,11,4,Fall,0.03171982795491697,Very Low
The Nude Bomb,2,1980,1980-05-09,0.4324324324324324,0.0012771019577368,Clive Donner,Mel Brooks,Don Adams,0.7190388170055453,0.0421267594951642,0.0051494414412526,0.04977554792711909,0.1023102310231023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.004941281273448094,0.04207302794880287,0.0051494414412526,0.0051494414412526,5,2,Spring,0.03171982795491697,Low
Lion of the Desert,2,1980,1981-05-16,0.8648648648648649,0.0062355076011525,Moustapha Akkad,David Butler,Anthony Quinn,0.0001320306311064167,0.0983070082051253,0.0277437378066639,0.0001320306311064167,0.363036303630363,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.025260457776740634,0.09769781275109986,0.0277437378066639,0.0277437378066639,5,2,Spring,0.01611042105970385,Medium-Low
Stardust Memories,2,1980,1980-09-26,0.7297297297297297,0.0091522168031617,Woody Allen,Woody Allen,Woody Allen,0.7190388170055453,0.028081697317674,0.0036486817039203,0.0014523369421705836,0.0858085808580858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.003549019220398463,0.027827018412180157,0.37963618536699323,0.1379168957017372,9,3,Fall,0.03171982795491697,Low
Melvin and Howard,8,1980,1980-09-19,0.6621621621621622,0.0018604437981387,Jonathan Demme,Bo Goldman,Paul Le Mat,0.7190388170055453,0.0196546600111798,0.0015134558659231,0.04977554792711909,0.1056105610561056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0014842827922803845,0.019618161524241146,0.24495579692282052,0.0019918107571778,9,3,Fall,0.03171982795491697,Low
Can't Stop the Music,2,1980,1980-06-20,0.3108108108108108,0.0015271056036233,Nancy Walker,Bronte Woodard,Ray Simpson,0.7190388170055453,0.0561718216726545,0.0277437378066639,0.0010562450488513335,0.2013201320132013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02626820488613895,0.05608617216485577,0.0277437378066639,0.0277437378066639,6,2,Summer,0.03171982795491697,Medium-Low
Bronco Billy,2,1980,1980-06-11,0.5675675675675674,0.0045688166285758,Clint Eastwood,Dennis Hackin,Clint Eastwood,0.7190388170055453,0.0182501537934308,0.0085223935351471,0.04396620015843676,0.1749174917491749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.008369646204714457,0.01816715140997505,1.150414266257256,0.5962613628059187,6,2,Summer,0.03171982795491697,Low
City of Women,8,1980,1981-04-08,0.6891891891891891,0.0027771238330558,Federico Fellini,Federico Fellini,Marcello Mastroianni,0.007657776604172168,0.1003196859495765,4.287300940787659e-06,0.0001320306311064167,0.2508250825082508,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.896413920003364e-06,0.1000418573233008,0.0002983658706084876,0.0009112953698404877,4,2,Spring,0.006026784149911073,Medium
The Private Eyes,2,1980,1980-11-21,0.6486486486486487,0.001193767409108,Lang Elliott,Tim Conway,Tim Conway,0.7190388170055453,0.1003196859495765,0.0277437378066639,0.0001320306311064167,0.0924092409240924,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02521425196780065,0.10020007037117706,0.0277437378066639,0.0554874756133278,11,4,Fall,0.03171982795491697,Medium
When Time Ran Out...,2,1980,1980-03-28,0.3648648648648648,0.0010687655861647,James Goldstone,Gordon Thomas,Paul Newman,0.7190388170055453,0.0561718216726545,0.0013218665124537,0.0001320306311064167,0.1914191419141914,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0012515638888758328,0.056111851257054965,0.0013218665124537,0.0930390541815279,3,1,Spring,0.03171982795491697,Medium-Low
Oh Heavenly Dog,2,1980,1980-07-11,0.472972972972973,0.0009854310375359,Joe Camp,Rod Browning,Chevy Chase,0.7190388170055453,0.0168456475756818,0.0021830773425991,0.0001320306311064167,0.132013201320132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0021469112325984735,0.016829063693985076,0.0021830773425991,0.2260503756827957,7,3,Summer,0.03171982795491697,Low
The Octagon,8,1980,1980-08-15,0.4324324324324324,0.0021521147183396,Eric Karson,Leigh Chapman,Chuck Norris,0.7190388170055453,0.0112276227046857,0.0066628214443919,0.00039609189331925006,0.132013201320132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.006588844385570824,0.011203511462769586,0.0066628214443919,0.0961043656717041,8,3,Summer,0.03171982795491697,Low
Hangar 18,2,1980,1981-03-13,0.4594594594594594,0.0009854310375359,James L. Conway,Ken Pettus,Darren McGavin,0.7190388170055453,0.030890709753172,0.0277437378066639,0.0002640612622128334,0.1122112211221122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.026912394829231346,0.030860299056653932,0.0277437378066639,0.0277437378066639,3,1,Spring,0.03171982795491697,Low
Herbie Goes Bananas,0,1980,1980-06-25,0.4189189189189189,0.002193781992654,Vincent McEveety,Don Tait,Charles Martin Smith,0.7190388170055453,0.1003196859495765,0.0063217901333814,0.0011882756799577502,0.1221122112211221,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.005745412187118775,0.10010008817866706,0.0063217901333814,0.0167176927360949,6,2,Summer,0.03171982795491697,Medium
The Competition,2,1980,1980-12-03,0.6486486486486487,0.0007770946659638,Joel Oliansky,Joel Oliansky,Richard Dreyfuss,0.7190388170055453,0.1003196859495765,0.00501798809513,0.0007921837866385001,0.198019801980198,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.004560481975562833,0.10024178859035628,0.00501798809513,0.1895525350084139,12,4,Winter,0.03171982795491697,Medium
It's My Turn,8,1980,1981-02-05,0.4864864864864864,0.0003500051042411,Claudia Weill,Eleanor Bergstein,Jill Clayburgh,0.7190388170055453,0.1003196859495765,0.0277437378066639,0.0007921837866385001,0.0924092409240924,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02521425196780065,0.10028458583265837,0.0277437378066639,0.0832312134199917,2,1,Winter,0.03171982795491697,Medium
Honeysuckle Rose,2,1980,1980-07-18,0.5945945945945946,0.0005687582943917,Jerry Schatzberg,Gösta Stevens,Willie Nelson,0.7190388170055453,0.1003196859495765,0.0062568895217449,0.0005281225244256667,0.1848184818481848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.005686428773057169,0.10026266072966873,0.0089394154729087,0.0071705513889835995,7,3,Summer,0.03171982795491697,Medium
Resurrection,2,1980,1980-09-26,0.7297297297297297,0.0011521001347936,Daniel Petrie,Lewis John Carlino,Ellen Burstyn,0.7190388170055453,0.1003196859495765,0.0013731550226269,0.04977554792711909,0.132013201320132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.001247960061208817,0.10020424063043928,0.031227794265105878,0.004538455223425,9,3,Fall,0.03171982795491697,Medium
Fatso,2,1980,1980-02-01,0.5945945945945946,0.0008187619402782,Anne Bancroft,Anne Bancroft,Dom DeLuise,0.7190388170055453,0.1003196859495765,0.0026877734782677,0.0014523369421705836,0.099009900990099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.002442720522579899,0.10023761520526218,0.0026877734782677,0.04192304649610279,2,1,Winter,0.03171982795491697,Medium
Moscow Does Not Believe in Tears,2,1980,1980-02-11,0.8378378378378377,0.00498548937172,Vladimir Menshov,Valentin Chernykh,Vera Alentova,0.0002640612622128334,0.0025196841546417,0.0277437378066639,0.0001320306311064167,0.2871287128712871,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.027674008047092212,0.0025071846124036217,0.0277437378066639,0.0277437378066639,2,1,Winter,0.009533098628012614,Very Low
The Fiendish Plot of Dr. Fu Manchu,2,1980,1980-08-08,0.4324324324324324,0.0008187619402782,Piers Haggard,Rudy Dochtermann,Peter Sellers,0.7190388170055453,0.1003196859495765,0.0037569522964425,0.0001320306311064167,0.1221122112211221,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.003414418867913145,0.10023761520526218,0.0333373189699772,0.006937486868143199,8,3,Summer,0.03171982795491697,Medium
