name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,budget_revenue,budget_per_vote,director_popularity,star_popularity,release_month,release_quarter,release_season,country_avg_gross,budget_category
Baby Boy,8,2001,2001-06-27,0.6081081081081081,0.0058188348580083,John Singleton,John Singleton,Alexsandra Wright,0.7190388170055453,0.0449357719306623,0.0103192141085936,0.04383416952733034,0.2211221122112211,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.009875453004664043,0.04467581076566923,0.2403316876993269,0.0103192141085936,6,2,Summer,0.03171982795491697,Low
K-PAX,6,2001,2001-10-26,0.7432432432432432,0.0737364919905081,Iain Softley,Gene Brewer,Kevin Spacey,0.7190388170055453,0.191004418576561,0.0228294915226594,0.0001320306311064167,0.1881188118811881,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.019168267696222537,0.17788761022965166,0.0862011558317481,0.37309610604358956,10,4,Fall,0.03171982795491697,Medium
Freddy Got Fingered,8,2001,2001-04-20,0.3648648648648648,0.0195690353817659,Tom Green,Tom Green,Tom Green,0.7190388170055453,0.0393177470596662,0.0050374008898298,0.0052812252442566675,0.0792079207920792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.004846834285357977,0.038563104307050795,0.0050374008898298,0.0050374008898298,4,2,Spring,0.03171982795491697,Low
Pulse,8,2001,2005-11-09,0.635135135135135,0.007485525830585,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Haruhiko Katô,0.009902297332981251,0.1003196859495765,0.0001117367490705,0.0001320306311064167,0.1848184818481848,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00010154935015460632,0.09957431980660125,0.0278554745557344,0.0001117367490705,11,4,Fall,0.0192202884848135,Medium
Sweet November,6,2001,2001-02-16,0.6486486486486487,0.0362359451075328,Pat O'Connor,Herman Raucher,Keanu Reeves,0.7190388170055453,0.1123520703826155,0.0230938673539096,0.04396620015843676,0.1848184818481848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.020761293091283595,0.10842325139662709,0.0627566508852557,1.3772552670155844,2,1,Winter,0.03171982795491697,Medium
Kate & Leopold,6,2001,2001-12-25,0.6081081081081081,0.0333192359055236,James Mangold,Steven Rogers,Meg Ryan,0.7190388170055453,0.1348241698666,0.0266990424536898,0.0001320306311064167,0.1815181518151815,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.023527030144968014,0.13047678314867545,0.716042606750704,0.1973976245551481,12,4,Winter,0.03171982795491697,Medium
Don't Say a Word,8,2001,2001-09-28,0.5945945945945946,0.0208190536111984,Gary Fleder,Andrew Klavan,Michael Douglas,0.7190388170055453,0.1404421947375961,0.0351286073362232,0.0052812252442566675,0.165016501650165,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030802619806877568,0.13757795197961362,0.10823848008682,0.807264651375417,9,3,Fall,0.03171982795491697,Medium
Ali,8,2001,2001-12-25,0.6621621621621622,0.0395693270526861,Michael Mann,Gregory Allen Howard,Will Smith,0.7190388170055453,0.300555903560985,0.0308411789038126,0.04383416952733034,0.3102310231023102,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02371384330298141,0.28911578645081804,0.3698894855619375,2.791213833602247,12,4,Winter,0.03171982795491697,Medium
Life as a House,8,2001,2001-11-09,0.7567567567567567,0.0179023444091893,Irwin Winkler,Mark Andrus,Hayden Christensen,0.7190388170055453,0.0758349087211409,0.0083952994893668,0.0001320306311064167,0.2046204620462046,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.007803520243962341,0.07450116323796954,0.0606123617084403,0.6351928664858756,11,4,Fall,0.03171982795491697,Medium-Low
Tomcats,8,2001,2001-03-30,0.472972972972973,0.007485525830585,Gregory Poirier,Gregory Poirier,Shannon Elizabeth,0.7190388170055453,0.030890709753172,0.008229165260849,0.004224980195405334,0.1056105610561056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.007982577767937519,0.030661194589078854,0.008229165260849,0.008229165260849,3,1,Spring,0.03171982795491697,Low
Bandits,6,2001,2001-10-12,0.6216216216216215,0.0274858175015052,Barry Levinson,Harley Peyton,Bruce Willis,0.7190388170055453,0.2106675056250474,0.0237533379686384,0.016503828888302086,0.198019801980198,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.019620034285445658,0.2050320325951738,0.4412701068943916,1.8681001669748993,10,4,Fall,0.03171982795491697,Medium
Monkeybone,6,2001,2001-02-23,0.3918918918918919,0.0070688530874408,Henry Selick,Kaja Blackley,Brendan Fraser,0.7190388170055453,0.2106675056250474,0.002676992533754,0.031687351465540005,0.099009900990099,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0022111707147635996,0.20918878086556786,0.0887367475118394,0.7403774624602188,2,1,Winter,0.03171982795491697,Medium
In the Bedroom,8,2001,2002-02-08,0.7432432432432432,0.0158189806934684,Todd Field,Andre Dubus,Tom Wilkinson,0.7190388170055453,0.0047668941030401,0.0157214633601996,0.0009242144177449168,0.2244224422442244,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.015646876357559753,0.004692660989447045,0.0209269670475463,0.0157214633601996,2,1,Winter,0.03171982795491697,Very Low
Pootie Tang,6,2001,2001-06-29,0.4594594594594594,0.0058188348580083,Louis C.K.,Louis C.K.,Chris Rock,0.7190388170055453,0.0196546600111798,0.0011636768032511,0.04224980195405334,0.0594059405940594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0011412460011101613,0.019540954424416255,0.0011636768032511,0.2628169167183279,6,2,Summer,0.03171982795491697,Low
Waking Life,8,2001,2002-03-07,0.7972972972972973,0.0258191265289285,Richard Linklater,Richard Linklater,Ethan Hawke,0.7190388170055453,0.1003196859495765,0.0011156644414498,0.007525745973065752,0.1188118811881188,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0010139457247708705,0.09779471190893949,0.1109135785094919,0.18410562997197769,3,1,Spring,0.03171982795491697,Medium
Bubble Boy,6,2001,2001-08-24,0.4999999999999999,0.0129022714914592,Blair Hayes,Cinco Paul,Jake Gyllenhaal,0.7190388170055453,0.0365087346241681,0.001758748343637,0.00039609189331925006,0.0693069306930693,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0016968003113593747,0.03604368916105836,0.001758748343637,0.4769309264301978,8,3,Summer,0.03171982795491697,Low
Josie and the Pussycats,6,2001,2001-04-11,0.4864864864864864,0.0091522168031617,Harry Elfont,Deborah Kaplan,Rachael Leigh Cook,0.02468972801689992,0.1095430579471175,0.0052210826017262,0.04977554792711909,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.004705615130778498,0.10854958857855258,0.0142138801869143,0.0052210826017262,4,2,Spring,0.012278920376867897,Medium
The Devil's Backbone,8,2001,2001-04-20,0.7432432432432432,0.0262357992720727,Guillermo del Toro,Guillermo del Toro,Marisa Paredes,0.006205439662001585,0.0126321289224347,0.0023116219129052,0.0009242144177449168,0.1419141914191419,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0022827854725141405,0.012309187548704588,0.4283559268871487,0.0026994749614694,4,2,Spring,0.01416555408903075,Low
Shaolin Soccer,2,2001,2001-07-05,0.7297297297297297,0.0316525449329469,Stephen Chow,Stephen Chow,Stephen Chow,0.005677317137575918,0.028081697317674,0.0150237993459373,0.0001320306311064167,0.0792079207920792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01461342944353088,0.027220111514869756,0.06925576446190829,0.06925576446190829,7,3,Summer,0.01161214593800515,Low
Jimmy Neutron: Boy Genius,0,2001,2001-12-21,0.554054054054054,0.0133189442346034,John A. Davis,John A. Davis,Debi Derryberry,0.7190388170055453,0.084261946027635,0.0361725789883604,0.04224980195405334,0.0627062706270627,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03336147609061109,0.08315441698495148,0.0555529985426681,0.0361725789883604,12,4,Winter,0.03171982795491697,Medium-Low
Driven,6,2001,2001-04-27,0.3648648648648648,0.0166523261797567,Renny Harlin,Jan Skrentny,Sylvester Stallone,0.7190388170055453,0.2640387418995104,0.019227151794428,0.0013203063110641669,0.1749174917491749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.015210888050420637,0.2597139013016187,0.38768282547218524,1.293298088781086,4,2,Spring,0.03171982795491697,Medium
Get Over It,6,2001,2001-03-09,0.5135135135135135,0.007485525830585,Tommy O'Haver,R. Lee Fleming Jr.,Kirsten Dunst,0.7190388170055453,0.0617898465436506,0.0069892302038033,0.009770266701874836,0.0792079207920792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00658249862395531,0.06133075360334352,0.016608511087732397,0.1211321796009229,3,1,Spring,0.03171982795491697,Medium-Low
An American Rhapsody,6,2001,2002-02-28,0.6486486486486487,0.0016104401522522,Éva Gárdos,Éva Gárdos,Nastassja Kinski,0.7190388170055453,0.1003196859495765,0.0003408089909076,0.0001320306311064167,0.1419141914191419,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00030973633868368143,0.10015838686178949,0.0003408089909076,0.0034379394560292,2,1,Winter,0.03171982795491697,Medium
Exit Wounds,8,2001,2001-03-16,0.4999999999999999,0.0137356169777475,Andrzej Bartkowiak,Ed Horowitz,Steven Seagal,0.7190388170055453,0.1404421947375961,0.028082678130644,0.04396620015843676,0.1254125412541254,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.024624376632351397,0.13853927235613633,0.1047748256055607,0.2036829545428781,3,1,Spring,0.03171982795491697,Medium
Manic,8,2001,2003-05-23,0.7162162162162162,0.0038604729652307,Jordan Melamed,Michael Bacall,Joseph Gordon-Levitt,0.7190388170055453,0.1003196859495765,2.446188442900956e-05,0.0001320306311064167,0.1221122112211221,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.2231615721660873e-05,0.09993389385404274,2.446188442900956e-05,0.19631253527413053,5,2,Spring,0.03171982795491697,Medium
Lagaan: Once Upon a Time in India,2,2001,2001-06-15,0.8378378378378377,0.0449860727135604,Ashutosh Gowariker,Ashutosh Gowariker,Aamir Khan,0.008053868497491418,0.1003196859495765,0.0006056719595711,0.0005281225244256667,0.5313531353135313,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0005504508983208864,0.09600097893082157,0.0012918016697295001,0.1829101800084987,6,2,Summer,0.010561458231620666,Medium
The Majestic,2,2001,2001-12-21,0.6756756756756757,0.022069071840631,Frank Darabont,Michael Sloane,Jim Carrey,0.7190388170055453,0.2022404683185532,0.0131064774133624,0.007789807235278585,0.2937293729372937,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.010901710397166255,0.1978735820215565,0.1441411586069354,1.5675695054668144,12,4,Winter,0.03171982795491697,Medium
Valentine,8,2001,2001-02-02,0.3918918918918919,0.0108189077757383,Jamie Blanks,Tom Savage,Denise Richards,0.02468972801689992,0.081452933592137,0.0128839687072001,0.04396620015843676,0.1089108910891089,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.01191357321895176,0.0805811337377637,0.03835675493646,0.0128839687072001,2,1,Winter,0.012278920376867897,Medium-Low
Final Fantasy: The Spirits Within,6,2001,2001-07-11,0.6081081081081081,0.0337359086486677,Hironobu Sakaguchi,Hironobu Sakaguchi,Alec Baldwin,0.7190388170055453,0.3848262766259266,0.0298996026930436,0.0001320306311064167,0.1419141914191419,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0215908689759215,0.3722674944406098,0.0298996026930436,0.36906382276795324,7,3,Summer,0.03171982795491697,Medium
The One,6,2001,2001-11-02,0.5405405405405405,0.0370692905938211,James Wong,Glen Morgan,Jet Li,0.7190388170055453,0.137633182302098,0.0259919180693004,0.004224980195405334,0.0792079207920792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.022847362817515163,0.1327135838949487,0.1269633205062405,0.2464773060286429,11,4,Fall,0.03171982795491697,Medium
Lost and Delirious,8,2001,2001-09-20,0.6756756756756757,0.0083188713168733,Léa Pool,Susan Swan,Piper Perabo,0.02468972801689992,0.1003196859495765,0.0001392882858609,0.0001320306311064167,0.132013201320132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00012658892469118567,0.09949202459987495,0.0001392882858609,0.052768149500753696,9,3,Fall,0.012278920376867897,Medium
Sugar & Spice,6,2001,2001-01-26,0.5135135135135135,0.0058188348580083,Francine McDougall,Mandy Nelson,Marla Sokoloff,0.7190388170055453,0.0758349087211409,0.0059437971394261,0.022841299181410087,0.0594059405940594,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0055248227132651505,0.07539619073831176,0.0059437971394261,0.0059437971394261,1,1,Winter,0.03171982795491697,Medium-Low
Cats & Dogs,2,2001,2001-07-04,0.4324324324324324,0.0237357628132076,Lawrence Guterman,John Requa,Alec Baldwin,0.7190388170055453,0.1685323190925766,0.0704846685082268,0.04396620015843676,0.0792079207920792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.060318972232587996,0.16462482333278344,0.09155107486476889,0.36906382276795324,7,3,Summer,0.03171982795491697,Medium
Hearts in Atlantis,6,2001,2001-09-28,0.6756756756756757,0.0154023079503242,Scott Hicks,Stephen King,Anthony Hopkins,0.7190388170055453,0.0870709584631331,0.0108593030426897,0.007789807235278585,0.1254125412541254,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009989507086126413,0.08575020736253124,0.09901664362537119,0.3698332066152056,9,3,Fall,0.03171982795491697,Medium-Low
America's Sweethearts,6,2001,2001-07-20,0.5135135135135135,0.0229024173269193,Joe Roth,Billy Crystal,Julia Roberts,0.7190388170055453,0.1292061449956039,0.0485758410580045,0.004224980195405334,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04301769103301648,0.12631326586679642,0.09331077711267019,0.8158211378563842,7,3,Summer,0.03171982795491697,Medium
Kiss of the Dragon,8,2001,2001-07-06,0.635135135135135,0.0258191265289285,Chris Nahon,Jet Li,Jet Li,0.034988117243200424,0.0702168838501448,0.0226315325050741,0.031687351465540005,0.1155115511551155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.021146678628033155,0.06844957559695554,0.0226315325050741,0.2464773060286429,7,3,Summer,0.012679712551097365,Medium-Low
Captain Corelli's Mandolin,8,2001,2001-08-17,0.5405405405405405,0.0137356169777475,John Madden,Shawn Slovo,Nicolas Cage,0.10668074993398469,0.1601052817860824,0.0218149707866432,0.04977554792711909,0.2244224422442244,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01880430261730829,0.15793593428571118,0.2302777833069018,1.4664372816547449,8,3,Summer,0.02208202211336758,Medium
The Believer,8,2001,2001-08-23,0.7027027027027025,0.0154023079503242,Henry Bean,Henry Bean,Ryan Gosling,0.7190388170055453,0.0042050916159405,0.0004597449776847,0.0001320306311064167,0.1155115511551155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00045781980346752725,0.004141305946436969,0.0004597449776847,0.25502246031160597,8,3,Summer,0.03171982795491697,Very Low
Dil Chahta Hai,5,2001,2001-08-10,0.8378378378378377,0.0283191629877935,Farhan Akhtar,Kassim Jagmagia,Aamir Khan,0.008053868497491418,0.1003196859495765,0.0001109535360699,0.00039609189331925006,0.396039603960396,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00010083754520318977,0.09755695465024349,0.0021687080181631,0.1829101800084987,8,3,Summer,0.010561458231620666,Medium
Someone Like You,6,2001,2001-03-30,0.5675675675675674,0.00998556228945,Tony Goldwyn,Laura Zigman,Ashley Judd,0.7190388170055453,0.0645988589791487,0.0135884403526687,0.00831792975970425,0.1122112211221122,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.012763906553214561,0.06396018061160702,0.0247243556126802,0.12232943130552071,3,1,Spring,0.03171982795491697,Medium-Low
Mean Machine,8,2001,2001-12-26,0.6216216216216215,0.0154023079503242,Barry Skolnick,Tracy Keenan Wynn,Vinnie Jones,0.10668074993398469,0.1003196859495765,0.0025673571135545,0.04224980195405334,0.1188118811881188,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.002333282905266636,0.09879796920304457,0.0025673571135545,0.0038085579551984,12,4,Winter,0.02208202211336758,Medium
Enigma,8,2001,2002-06-07,0.6081081081081081,0.0083188713168733,Michael Apted,Robert Harris,Dougray Scott,0.10668074993398469,0.1003196859495765,0.0055186294352418,0.0001320306311064167,0.1848184818481848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.005015478233927279,0.09949202459987495,0.4323237570010866,0.0055186294352418,6,2,Summer,0.02208202211336758,Medium
The Experiment,8,2001,2001-03-08,0.7837837837837839,0.0383193088232536,Oliver Hirschbiegel,Mario Giordano,Moritz Bleibtreu,0.015051491946131503,0.1003196859495765,0.0048406732376167,0.0001320306311064167,0.1881188118811881,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.004399333484103937,0.09661737492223914,0.051324720955063206,0.0048406732376167,3,1,Spring,0.019143136370723457,Medium
Millennium Actress,2,2001,2002-09-14,0.8108108108108107,0.0104022350325942,Satoshi Kon,Satoshi Kon,Miyoko Shôji,0.009902297332981251,0.1003196859495765,9.222315520880684e-05,0.0010562450488513335,0.0792079207920792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.381487342855109e-05,0.0992868804831378,0.0005836120454160068,9.222315520880684e-05,9,3,Fall,0.0192202884848135,Medium
The Tailor of Panama,8,2001,2001-03-30,0.5810810810810811,0.0116522532620267,John Boorman,John le Carré,Pierce Brosnan,0.7190388170055453,0.0589808341081525,0.0098369280500225,0.04383416952733034,0.1518151815181518,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0092890520141537,0.058301490376729236,0.0370666573696354,0.6940594000554551,3,1,Spring,0.03171982795491697,Medium-Low
Formula 51,8,2001,2002-10-18,0.5945945945945946,0.0199857081249101,Ronny Yu,Stel Pavlou,Samuel L. Jackson,0.10668074993398469,0.0758349087211409,0.0045241248840308,0.0007921837866385001,0.099009900990099,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.004205222239357046,0.0743489914780786,0.0894939318507624,0.2756777514910338,10,4,Fall,0.02208202211336758,Medium-Low
15 Minutes,8,2001,2001-03-09,0.5675675675675674,0.0204023808680543,John Herzfeld,John Herzfeld,Robert De Niro,0.7190388170055453,0.1685323190925766,0.0197944515852201,0.022841299181410087,0.1881188118811881,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01693958417905931,0.16516260864582313,0.0320092532900144,0.8163002218732837,3,1,Spring,0.03171982795491697,Medium
Iris,8,2001,2002-03-29,0.6891891891891891,0.007485525830585,Richard Eyre,John Bayley,Judi Dench,0.10668074993398469,0.0154411413579327,0.0056734277970303,0.0011882756799577502,0.0924092409240924,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0055871557355292095,0.01532641508194652,0.023168960271051302,0.2076780819127941,3,1,Spring,0.02208202211336758,Low
Nowhere in Africa,8,2001,2003-05-16,0.7567567567567567,0.0054021621148641,Caroline Link,Caroline Link,Juliane Köhler,0.015051491946131503,0.1003196859495765,0.008542244648154,0.0001320306311064167,0.2574257425742574,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.007763420719662975,0.09978065467708362,0.008542244648154,0.008542244648154,5,2,Spring,0.019143136370723457,Medium
Crazy/Beautiful,6,2001,2001-06-29,0.6081081081081081,0.00998556228945,John Stockwell,Phil Hay,Kirsten Dunst,0.7190388170055453,0.0365087346241681,0.0070024436744345,0.017428043306047004,0.1188118811881188,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0067557980367368,0.03614777872805386,0.046590510598168794,0.1211321796009229,6,2,Summer,0.03171982795491697,Low
Angel Eyes,8,2001,2001-05-18,0.4999999999999999,0.0095688895463058,Luis Mandoki,Gerald Di Pego,Jennifer Lopez,0.7190388170055453,0.1488692320440902,0.0104365053480695,0.0013203063110641669,0.1287128712871287,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009084154277071788,0.1474582206182989,0.0869157565637354,0.2974326143676577,5,2,Spring,0.03171982795491697,Medium
No Man's Land,8,2001,2001-09-19,0.8108108108108107,0.0187356898954776,Danis Tanovic,Danis Tanovic,Branko Djuric,0.034988117243200424,0.1003196859495765,0.0017064068861205,0.0001320306311064167,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001550828280099224,0.09847469460883354,0.0017064068861205,0.0017064068861205,9,3,Fall,0.012679712551097365,Medium
Kabhi Khushi Kabhie Gham...,5,2001,2001-12-14,0.7432432432432432,0.0191523626386218,Karan Johar,Karan Johar,Shah Rukh Khan,0.008053868497491418,0.0210591662289288,0.0039807724453601,0.0009242144177449168,0.4851485148514851,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0038986697118270444,0.020663413048865303,0.0665801302773732,0.0783221185863041,12,4,Winter,0.010561458231620666,Low
Buffalo Soldiers,8,2001,2002-10-31,0.6621621621621622,0.00998556228945,Gregor Jordan,Robert O'Connor,Joaquin Phoenix,0.10668074993398469,0.0421267594951642,0.0008079298682448,0.0006601531555320834,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0007752702450862927,0.041710259104764474,0.0032548811535838998,0.630339905584564,10,4,Fall,0.02208202211336758,Low
The Anniversary Party,8,2001,2001-06-29,0.5945945945945946,0.0033604656734577,Alan Cumming,Jennifer Jason Leigh,Alan Cumming,0.7190388170055453,0.1003196859495765,0.0017320523704651,0.0014523369421705836,0.1716171617161716,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0015741355831240425,0.09998369417738791,0.0017320523704651,0.0017320523704651,6,2,Summer,0.03171982795491697,Medium
Blow Dry,8,2001,2001-03-30,0.5945945945945946,0.0033604656734577,Paddy Breathnach,Simon Beaufoy,Alan Rickman,0.7190388170055453,0.1003196859495765,0.0002915016935309,0.0001320306311064167,0.1023102310231023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00026492454625069614,0.09998369417738791,0.0002915016935309,0.0003391210439655485,3,1,Spring,0.03171982795491697,Medium
The Musketeer,6,2001,2001-09-07,0.3918918918918919,0.0058188348580083,Peter Hyams,Alexandre Dumas,Justin Chambers,0.015051491946131503,0.1123520703826155,0.0114263025432955,0.0005281225244256667,0.1353135313531353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.010272199645715765,0.11170209434234372,0.2122814964010264,0.0114263025432955,9,3,Fall,0.019143136370723457,Medium
O,8,2001,2001-08-31,0.5675675675675674,0.0079021985737292,Tim Blake Nelson,William Shakespeare,Mekhi Phifer,0.7190388170055453,0.0140366351401837,0.006764511642843,0.0001320306311064167,0.1056105610561056,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00667087500434129,0.013926584503979437,0.0069827165408847,0.0078589787580882,8,3,Summer,0.03171982795491697,Low
Birthday Girl,8,2001,2002-02-01,0.5675675675675674,0.0104022350325942,Jez Butterworth,Tom Butterworth,Nicole Kidman,0.10668074993398469,0.0365087346241681,0.0056794494055032,0.0006601531555320834,0.099009900990099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00547940332366088,0.03613287199725006,0.0056794494055032,0.5506640642819018,2,1,Winter,0.02208202211336758,Low
Human Nature,8,2001,2001-09-12,0.6081081081081081,0.007485525830585,Michel Gondry,Charlie Kaufman,Tim Robbins,0.034988117243200424,0.1003196859495765,0.0005529381931211,0.0014523369421705836,0.1089108910891089,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0005025250390243758,0.09957431980660125,0.1173087276037,0.0792671575980149,9,3,Fall,0.012679712551097365,Medium
Made,8,2001,2001-08-31,0.6081081081081081,0.007485525830585,Jon Favreau,Jon Favreau,Vince Vaughn,0.7190388170055453,0.0140366351401837,0.0019247877436749,0.0015843675732770002,0.1056105610561056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0018981441862885072,0.01393234421766179,1.532945637465901,0.1952757242258749,8,3,Summer,0.03171982795491697,Low
One Night at McCool's,8,2001,2001-04-27,0.5675675675675674,0.0120689260051709,Harald Zwart,Stan Seidel,Liv Tyler,0.7190388170055453,0.0505537968016584,0.0047687756890308,0.0002640612622128334,0.099009900990099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.004539296991309747,0.04995094257186995,0.2117555723833101,0.0068536096728144995,4,2,Spring,0.03171982795491697,Medium-Low
Dr. Dolittle 2,2,2001,2001-06-22,0.3783783783783784,0.0174856716660451,Steve Carr,Hugh Lofting,Eddie Murphy,0.7190388170055453,0.1966224434475571,0.0618506590425168,0.031687351465540005,0.0792079207920792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05168769763695933,0.1932434518960889,0.2111529735689205,1.203546275093863,6,2,Summer,0.03171982795491697,Medium
Trouble Every Day,5,2001,2001-07-11,0.554054054054054,0.0031104620275712,Claire Denis,Claire Denis,Vincent Gallo,0.034988117243200424,0.1003196859495765,5.360267629909172e-06,0.0006601531555320834,0.1254125412541254,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.871554783901969e-06,0.1000086129565451,0.02849814612964241,0.0009807161390184092,7,3,Summer,0.012679712551097365,Medium
Max Keeble's Big Move,2,2001,2001-10-05,0.472972972972973,0.0031937965762,Tim Hill,David L. Watts,Alex D. Linz,0.7190388170055453,0.0702168838501448,0.0065446911484772,0.016239767626089252,0.0759075907590759,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.006115294242913111,0.06999333936253195,0.2576487628082605,0.0343196740421745,10,4,Fall,0.03171982795491697,Medium-Low
The Center of the World,4,2001,2001-05-18,0.527027027027027,0.0019437783467675,Wayne Wang,Wayne Wang,Shane Edelman,0.7190388170055453,0.1003196859495765,0.0005129089844601,0.0015843675732770002,0.0825082508250825,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.000466145422107448,0.10012506501622927,0.10491322987925909,0.0005129089844601,5,2,Spring,0.03171982795491697,Medium
Wasabi,8,2001,2001-10-31,0.6486486486486487,0.0158189806934684,Gérard Krawczyk,Luc Besson,Jean Reno,0.034988117243200424,0.1003196859495765,0.0036407291066234,0.0031687351465540005,0.1023102310231023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0033087921202477155,0.09875744385194629,0.0479722546225576,0.0372985611196386,10,4,Fall,0.012679712551097365,Medium
